src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,141.0,920.0,3.48,39.229,0.0
1,0,83.0,968.0,3.48,8.307,0.0
0,2,141.0,932.0,17.832,41.186,0.0
2,0,83.0,970.0,17.832,8.395,1.0
0,3,141.0,944.0,15.311,38.167,1.0
3,0,83.0,974.0,15.311,8.28,1.0
0,4,141.0,924.0,4.611,41.124,0.0
4,0,83.0,968.0,4.611,8.34,0.0
0,5,142.0,914.0,3.813,43.391,0.0
5,0,83.0,970.0,3.813,8.438,0.0
0,6,141.0,920.0,2.842,42.531,0.0
6,0,82.0,955.0,2.842,9.275,0.0
0,7,141.0,945.0,21.195,37.447,1.0
7,0,84.0,975.0,21.195,8.493,1.0
0,8,141.0,937.0,21.9,38.929,1.0
8,0,84.0,985.0,21.9,8.107,1.0
1,2,142.0,970.0,4.744,38.182,1.0
2,1,83.0,968.0,4.744,8.548,4.0
1,3,141.0,985.0,4.321,38.152,4.0
3,1,83.0,975.0,4.321,8.474,6.0
1,4,141.0,969.0,3.811,38.375,0.0
4,1,85.0,993.0,3.811,8.286,0.0
1,5,141.0,925.0,11.977,40.031,0.0
5,1,80.0,936.0,11.977,8.369,0.0
1,6,141.0,956.0,10.038,37.692,1.0
6,1,83.0,970.0,10.038,8.382,1.0
1,7,142.0,951.0,12.111,40.551,0.0
7,1,84.0,983.0,12.111,8.139,1.0
1,8,142.0,951.0,11.194,40.988,2.0
8,1,84.0,983.0,11.194,8.173,1.0
2,3,141.0,935.0,18.949,41.168,0.0
3,2,85.0,988.0,18.949,8.327,0.0
2,4,142.0,940.0,5.068,39.271,0.0
4,2,83.0,965.0,5.068,8.317,0.0
2,5,142.0,946.0,10.315,38.891,1.0
5,2,83.0,972.0,10.315,8.317,1.0
2,6,141.0,927.0,4.011,40.012,0.0
6,2,83.0,968.0,4.011,8.272,0.0
2,7,141.0,941.0,7.798,40.534,0.0
7,2,84.0,981.0,7.798,8.152,0.0
2,8,141.0,947.0,4.498,40.027,0.0
8,2,84.0,980.0,4.498,8.21,1.0
3,4,142.0,928.0,6.248,42.89,0.0
4,3,83.0,970.0,6.248,8.415,0.0
3,5,141.0,969.0,4.226,37.444,1.0
5,3,83.0,972.0,4.226,8.282,3.0
3,6,141.0,964.0,4.419,37.869,1.0
6,3,83.0,968.0,4.419,8.267,2.0
3,7,142.0,963.0,19.896,37.189,1.0
7,3,84.0,985.0,19.896,8.141,1.0
3,8,142.0,982.0,4.143,36.895,3.0
8,3,84.0,986.0,4.143,8.188,7.0
4,5,141.0,960.0,21.724,37.323,1.0
5,4,83.0,971.0,21.724,8.246,1.0
4,6,141.0,922.0,16.927,40.045,0.0
6,4,83.0,969.0,16.927,8.363,0.0
4,7,142.0,944.0,18.207,39.832,2.0
7,4,84.0,983.0,18.207,8.172,1.0
4,8,142.0,923.0,9.047,41.663,0.0
8,4,83.0,964.0,9.047,8.369,0.0
5,6,141.0,932.0,10.355,41.317,0.0
6,5,83.0,972.0,10.355,8.309,0.0
5,7,142.0,962.0,25.061,37.502,1.0
7,5,84.0,976.0,25.061,8.412,1.0
5,8,141.0,923.0,10.894,42.573,0.0
8,5,84.0,981.0,10.894,8.149,0.0
6,7,141.0,927.0,5.128,40.26,0.0
7,6,84.0,980.0,5.128,8.163,0.0
6,8,141.0,946.0,4.721,39.994,0.0
8,6,84.0,975.0,4.721,8.538,0.0
7,8,141.0,979.0,4.324,37.433,1.0
8,7,84.0,979.0,4.324,8.256,1.0
