src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,173.0,893.0,2.741,47.389,0.0
1,0,81.0,950.0,2.741,10.38,0.0
0,2,174.0,900.0,5.165,47.152,1.0
2,0,85.0,990.0,5.165,9.699,1.0
0,3,172.0,901.0,3.278,47.349,1.0
3,0,84.0,981.0,3.278,9.729,1.0
0,4,172.0,898.0,3.268,47.601,0.0
4,0,84.0,983.0,3.268,9.707,0.0
0,5,173.0,905.0,3.059,47.147,0.0
5,0,83.0,972.0,3.059,9.767,0.0
0,6,173.0,900.0,2.846,47.629,0.0
6,0,83.0,969.0,2.846,9.776,0.0
0,7,171.0,902.0,4.889,46.826,0.0
7,0,83.0,974.0,4.889,9.729,0.0
0,8,171.0,900.0,2.993,48.042,0.0
8,0,84.0,980.0,2.993,9.701,0.0
1,2,172.0,900.0,4.427,47.67,0.0
2,1,84.0,980.0,4.427,9.731,0.0
1,3,171.0,899.0,4.818,47.228,1.0
3,1,84.0,985.0,4.818,9.697,1.0
1,4,172.0,896.0,4.236,47.19,0.0
4,1,83.0,968.0,4.236,9.921,0.0
1,5,172.0,900.0,3.848,47.003,1.0
5,1,82.0,962.0,3.848,10.205,0.0
1,6,172.0,902.0,5.453,47.163,0.0
6,1,83.0,965.0,5.453,9.826,0.0
1,7,171.0,900.0,4.407,47.727,0.0
7,1,83.0,972.0,4.407,9.873,0.0
1,8,172.0,900.0,4.131,47.617,0.0
8,1,84.0,981.0,4.131,9.753,0.0
2,3,172.0,914.0,4.304,46.593,1.0
3,2,84.0,983.0,4.304,9.767,1.0
2,4,172.0,914.0,4.434,47.159,1.0
4,2,84.0,988.0,4.434,9.698,1.0
2,5,173.0,914.0,4.331,46.961,2.0
5,2,82.0,962.0,4.331,10.049,2.0
2,6,171.0,917.0,4.418,46.905,0.0
6,2,83.0,973.0,4.418,9.836,0.0
2,7,173.0,915.0,5.049,46.195,0.0
7,2,83.0,972.0,5.049,10.09,1.0
2,8,172.0,914.0,4.3,46.727,2.0
8,2,84.0,976.0,4.3,9.894,1.0
3,4,172.0,917.0,4.396,47.374,1.0
4,3,84.0,986.0,4.396,9.694,1.0
3,5,174.0,913.0,4.523,45.955,0.0
5,3,82.0,963.0,4.523,9.831,0.0
3,6,173.0,917.0,4.019,46.667,1.0
6,3,83.0,972.0,4.019,9.749,0.0
3,7,171.0,915.0,13.443,46.568,0.0
7,3,84.0,977.0,13.443,9.949,0.0
3,8,174.0,916.0,4.516,46.612,0.0
8,3,84.0,978.0,4.516,9.974,1.0
4,5,161.0,911.0,4.284,49.97,1.0
5,4,83.0,968.0,4.284,9.824,1.0
4,6,172.0,917.0,4.16,46.71,1.0
6,4,83.0,966.0,4.16,9.479,0.0
4,7,172.0,917.0,4.294,47.032,1.0
7,4,83.0,973.0,4.294,9.934,0.0
4,8,173.0,909.0,4.138,46.898,0.0
8,4,84.0,985.0,4.138,9.701,0.0
5,6,173.0,904.0,3.973,46.573,0.0
6,5,83.0,968.0,3.973,9.805,0.0
5,7,171.0,898.0,4.071,47.904,0.0
7,5,83.0,974.0,4.071,9.676,0.0
5,8,171.0,899.0,4.415,46.962,1.0
8,5,85.0,991.0,4.415,9.926,2.0
6,7,171.0,909.0,4.584,47.242,1.0
7,6,84.0,976.0,4.584,9.737,1.0
6,8,173.0,904.0,4.883,47.021,0.0
8,6,84.0,982.0,4.883,9.873,1.0
7,8,172.0,907.0,6.38,46.924,1.0
8,7,84.0,979.0,6.38,9.725,0.0
