src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,141.0,921.0,2.762,40.717,0.0
1,0,82.0,953.0,2.762,8.858,0.0
0,2,142.0,922.0,8.823,42.476,1.0
2,0,84.0,981.0,8.823,8.287,1.0
0,3,141.0,941.0,14.807,36.648,0.0
3,0,84.0,982.0,14.807,8.397,0.0
0,4,141.0,906.0,7.065,43.613,0.0
4,0,82.0,964.0,7.065,8.15,0.0
0,5,141.0,935.0,5.958,40.441,0.0
5,0,84.0,976.0,5.958,8.403,0.0
0,6,142.0,963.0,5.624,38.493,2.0
6,0,84.0,985.0,5.624,8.223,6.0
0,7,141.0,928.0,4.074,38.205,0.0
7,0,84.0,976.0,4.074,8.167,0.0
0,8,142.0,944.0,15.511,39.696,1.0
8,0,83.0,969.0,15.511,8.421,1.0
1,2,142.0,933.0,9.506,38.767,0.0
2,1,84.0,976.0,9.506,8.346,0.0
1,3,142.0,967.0,19.731,37.317,1.0
3,1,84.0,984.0,19.731,8.143,1.0
1,4,141.0,931.0,5.76,42.108,0.0
4,1,83.0,966.0,5.76,8.347,0.0
1,5,142.0,925.0,4.207,42.319,0.0
5,1,83.0,973.0,4.207,8.381,0.0
1,6,141.0,926.0,9.972,41.949,0.0
6,1,84.0,976.0,9.972,8.195,0.0
1,7,141.0,941.0,10.136,39.934,1.0
7,1,83.0,970.0,10.136,8.284,1.0
1,8,141.0,955.0,9.527,39.148,1.0
8,1,83.0,971.0,9.527,8.466,0.0
2,3,141.0,969.0,5.857,37.4,0.0
3,2,84.0,987.0,5.857,8.139,2.0
2,4,142.0,926.0,9.592,42.596,0.0
4,2,83.0,966.0,9.592,8.203,0.0
2,5,141.0,952.0,9.898,40.073,1.0
5,2,83.0,969.0,9.898,8.248,1.0
2,6,142.0,982.0,10.842,36.809,3.0
6,2,84.0,981.0,10.842,8.384,1.0
2,7,141.0,978.0,7.048,37.553,2.0
7,2,83.0,972.0,7.048,8.191,2.0
2,8,142.0,977.0,7.524,37.948,1.0
8,2,83.0,966.0,7.524,8.394,3.0
3,4,142.0,928.0,2.968,41.791,0.0
4,3,83.0,972.0,2.968,8.238,0.0
3,5,142.0,951.0,3.503,41.158,1.0
5,3,84.0,976.0,3.503,8.378,0.0
3,6,142.0,967.0,14.174,36.951,2.0
6,3,84.0,982.0,14.174,8.16,2.0
3,7,141.0,975.0,5.897,36.792,1.0
7,3,83.0,973.0,5.897,8.255,0.0
3,8,141.0,940.0,3.758,40.061,0.0
8,3,83.0,972.0,3.758,8.175,0.0
4,5,142.0,941.0,23.072,36.563,1.0
5,4,83.0,972.0,23.072,8.362,0.0
4,6,142.0,937.0,8.061,38.454,0.0
6,4,84.0,978.0,8.061,8.477,1.0
4,7,142.0,939.0,18.411,40.285,1.0
7,4,84.0,978.0,18.411,8.267,2.0
4,8,141.0,912.0,6.925,43.766,0.0
8,4,83.0,972.0,6.925,8.277,0.0
5,6,142.0,941.0,10.557,40.091,1.0
6,5,84.0,984.0,10.557,8.151,0.0
5,7,142.0,967.0,15.516,37.621,3.0
7,5,83.0,970.0,15.516,8.266,3.0
5,8,141.0,951.0,6.355,38.407,0.0
8,5,82.0,961.0,6.355,8.233,0.0
6,7,141.0,939.0,13.111,39.461,0.0
7,6,84.0,980.0,13.111,8.125,0.0
6,8,141.0,975.0,5.679,37.683,3.0
8,6,83.0,968.0,5.679,8.273,5.0
7,8,142.0,924.0,6.265,41.448,0.0
8,7,83.0,971.0,6.265,8.387,0.0
