src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,163.0,950.0,16.442,12.135,0.0
1,0,81.0,950.0,16.442,9.805,0.0
0,2,165.0,967.0,36.889,12.071,0.0
2,0,83.0,963.0,36.889,9.514,0.0
0,3,169.0,970.0,52.418,11.013,0.0
3,0,83.0,972.0,52.418,9.216,0.0
0,4,164.0,973.0,32.064,12.02,0.0
4,0,84.0,980.0,32.064,9.113,0.0
0,5,167.0,974.0,14.429,11.252,0.0
5,0,83.0,972.0,14.429,9.215,1.0
0,6,161.0,973.0,7.267,12.518,2.0
6,0,84.0,983.0,7.267,9.134,2.0
0,7,161.0,975.0,20.367,12.584,4.0
7,0,84.0,985.0,20.367,9.111,1.0
0,8,166.0,972.0,37.799,11.471,0.0
8,0,83.0,973.0,37.799,9.324,0.0
1,2,168.0,905.0,2.815,49.626,0.0
2,1,83.0,968.0,2.815,9.441,0.0
1,3,168.0,955.0,50.647,11.811,0.0
3,1,83.0,972.0,50.647,9.185,0.0
1,4,163.0,959.0,22.582,12.101,0.0
4,1,85.0,988.0,22.582,9.065,0.0
1,5,163.0,957.0,42.371,12.358,0.0
5,1,83.0,973.0,42.371,9.251,0.0
1,6,166.0,957.0,42.365,11.673,1.0
6,1,84.0,976.0,42.365,9.317,2.0
1,7,162.0,958.0,19.495,12.351,0.0
7,1,84.0,980.0,19.495,9.116,0.0
1,8,170.0,953.0,58.541,11.536,3.0
8,1,83.0,975.0,58.541,9.382,2.0
2,3,168.0,953.0,11.769,11.46,2.0
3,2,83.0,974.0,11.769,9.471,4.0
2,4,163.0,954.0,4.183,12.309,1.0
4,2,84.0,980.0,4.183,9.111,1.0
2,5,168.0,955.0,31.213,11.414,0.0
5,2,83.0,970.0,31.213,9.278,0.0
2,6,162.0,956.0,20.396,12.441,0.0
6,2,83.0,976.0,20.396,9.408,0.0
2,7,170.0,955.0,45.622,11.057,0.0
7,2,83.0,973.0,45.622,9.188,0.0
2,8,163.0,954.0,18.151,12.178,0.0
8,2,84.0,976.0,18.151,9.124,0.0
3,4,168.0,964.0,46.563,11.237,0.0
4,3,84.0,976.0,46.563,9.124,0.0
3,5,165.0,966.0,36.971,11.753,0.0
5,3,84.0,980.0,36.971,9.152,0.0
3,6,164.0,961.0,6.227,12.05,6.0
6,3,84.0,980.0,6.227,9.185,10.0
3,7,160.0,960.0,5.703,12.964,0.0
7,3,84.0,985.0,5.703,9.132,5.0
3,8,169.0,957.0,45.985,11.708,1.0
8,3,84.0,978.0,45.985,9.126,1.0
4,5,166.0,967.0,52.559,11.686,0.0
5,4,83.0,975.0,52.559,9.421,1.0
4,6,165.0,970.0,3.011,11.825,2.0
6,4,84.0,976.0,3.011,9.162,2.0
4,7,165.0,970.0,20.197,11.735,1.0
7,4,84.0,980.0,20.197,9.19,3.0
4,8,165.0,970.0,21.084,11.784,0.0
8,4,84.0,977.0,21.084,9.294,0.0
5,6,167.0,966.0,25.12,11.457,1.0
6,5,84.0,980.0,25.12,9.192,3.0
5,7,169.0,906.0,6.755,49.948,2.0
7,5,84.0,984.0,6.755,9.232,2.0
5,8,160.0,965.0,6.614,12.651,2.0
8,5,83.0,970.0,6.614,9.189,5.0
6,7,165.0,968.0,45.146,12.0,0.0
7,6,84.0,985.0,45.146,9.11,0.0
6,8,170.0,969.0,49.145,11.157,0.0
8,6,84.0,972.0,49.145,9.408,0.0
7,8,164.0,973.0,8.541,11.701,3.0
8,7,85.0,991.0,8.541,9.139,3.0
