src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,87.0,518.0,2.803,1.835,0.0
1,0,87.0,519.0,2.803,5.972,74.0
0,2,87.0,954.0,3.097,1.475,0.0
2,0,82.0,956.0,3.097,1.021,0.0
0,3,87.0,972.0,2.846,0.553,2.0
3,0,83.0,968.0,2.846,0.758,2.0
0,4,87.0,968.0,4.464,0.467,3.0
4,0,83.0,972.0,4.464,0.586,3.0
0,5,87.0,939.0,4.637,2.557,0.0
5,0,82.0,960.0,4.637,0.697,0.0
0,6,87.0,966.0,5.935,0.846,3.0
6,0,84.0,976.0,5.935,11.917,21.0
0,7,87.0,970.0,4.389,0.781,3.0
7,0,82.0,961.0,4.389,0.943,4.0
0,8,87.0,946.0,8.253,1.657,0.0
8,0,82.0,953.0,8.253,1.113,0.0
1,2,87.0,976.0,2.93,0.433,2.0
2,1,82.0,961.0,2.93,0.963,3.0
1,3,87.0,976.0,4.513,0.412,3.0
3,1,83.0,967.0,4.513,0.819,4.0
1,4,87.0,976.0,21.826,0.435,3.0
4,1,83.0,968.0,21.826,0.671,7.0
1,5,87.0,980.0,4.523,0.427,2.0
5,1,83.0,972.0,4.523,0.428,3.0
1,6,87.0,974.0,5.718,0.409,3.0
6,1,83.0,975.0,5.718,0.423,2.0
1,7,87.0,951.0,3.682,3.699,0.0
7,1,82.0,962.0,3.682,1.25,0.0
1,8,87.0,946.0,5.961,1.387,0.0
8,1,82.0,955.0,5.961,0.458,0.0
2,3,87.0,963.0,4.568,1.286,0.0
3,2,82.0,959.0,4.568,1.745,0.0
2,4,87.0,959.0,4.654,1.637,2.0
4,2,83.0,968.0,4.654,0.93,2.0
2,5,87.0,968.0,3.598,0.553,1.0
5,2,83.0,972.0,3.598,0.798,2.0
2,6,87.0,914.0,5.697,2.678,0.0
6,2,77.0,905.0,5.697,1.352,0.0
2,7,87.0,958.0,4.3,0.953,3.0
7,2,82.0,963.0,4.3,0.584,3.0
2,8,87.0,953.0,6.605,1.35,0.0
8,2,82.0,950.0,6.605,0.891,0.0
3,4,87.0,967.0,8.741,0.508,0.0
4,3,83.0,968.0,8.741,0.74,2.0
3,5,87.0,953.0,11.976,1.651,0.0
5,3,83.0,967.0,11.976,0.587,0.0
3,6,87.0,967.0,5.495,0.922,5.0
6,3,84.0,977.0,5.495,0.399,3.0
3,7,87.0,966.0,5.817,0.408,2.0
7,3,83.0,965.0,5.817,0.477,3.0
3,8,87.0,943.0,3.02,2.379,0.0
8,3,82.0,955.0,3.02,1.282,0.0
4,5,87.0,929.0,2.718,2.662,0.0
5,4,81.0,952.0,2.718,1.43,0.0
4,6,87.0,967.0,4.363,0.414,1.0
6,4,84.0,976.0,4.363,0.554,1.0
4,7,87.0,943.0,4.046,2.354,0.0
7,4,82.0,963.0,4.046,0.694,0.0
4,8,87.0,946.0,4.282,1.982,0.0
8,4,81.0,947.0,4.282,0.44,0.0
5,6,87.0,973.0,8.206,0.548,2.0
6,5,84.0,978.0,8.206,0.513,2.0
5,7,87.0,970.0,6.464,0.425,2.0
7,5,82.0,962.0,6.464,0.758,6.0
5,8,87.0,973.0,5.748,0.925,1.0
8,5,82.0,955.0,5.748,1.174,5.0
6,7,87.0,943.0,2.878,3.064,0.0
7,6,81.0,949.0,2.878,0.772,0.0
6,8,87.0,974.0,5.779,1.096,1.0
8,6,82.0,955.0,5.779,1.164,2.0
7,8,87.0,955.0,7.738,3.081,0.0
8,7,81.0,947.0,7.738,1.822,0.0
