src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,172.0,954.0,2.874,6.656,0.0
1,0,82.0,963.0,2.874,6.359,0.0
0,2,172.0,965.0,32.229,6.519,0.0
2,0,82.0,959.0,32.229,6.56,0.0
0,3,172.0,973.0,2.805,6.214,1.0
3,0,83.0,976.0,2.805,6.206,1.0
0,4,172.0,973.0,5.331,6.251,2.0
4,0,84.0,981.0,5.331,6.219,4.0
0,5,172.0,974.0,4.458,6.215,2.0
5,0,82.0,963.0,4.458,7.026,1.0
0,6,171.0,967.0,6.019,6.25,1.0
6,0,84.0,979.0,6.019,6.55,1.0
0,7,172.0,977.0,15.624,6.215,1.0
7,0,84.0,979.0,15.624,6.235,1.0
0,8,171.0,974.0,3.959,6.226,2.0
8,0,83.0,967.0,3.959,6.802,4.0
1,2,172.0,958.0,40.679,6.397,0.0
2,1,82.0,959.0,40.679,6.409,0.0
1,3,171.0,958.0,14.311,6.437,5.0
3,1,83.0,975.0,14.311,6.601,5.0
1,4,172.0,957.0,31.523,6.332,3.0
4,1,83.0,974.0,31.523,6.576,4.0
1,5,172.0,959.0,18.858,6.292,0.0
5,1,82.0,961.0,18.858,6.327,0.0
1,6,172.0,950.0,41.29,7.03,0.0
6,1,83.0,975.0,41.29,6.321,0.0
1,7,172.0,961.0,3.827,6.336,0.0
7,1,83.0,968.0,3.827,6.218,0.0
1,8,172.0,958.0,5.809,6.291,4.0
8,1,83.0,972.0,5.809,6.352,7.0
2,3,172.0,953.0,25.904,6.546,0.0
3,2,83.0,970.0,25.904,6.931,0.0
2,4,172.0,948.0,38.656,6.53,0.0
4,2,82.0,963.0,38.656,6.305,0.0
2,5,172.0,948.0,19.797,6.61,1.0
5,2,83.0,971.0,19.797,6.237,1.0
2,6,172.0,952.0,40.184,6.496,0.0
6,2,83.0,968.0,40.184,6.35,0.0
2,7,172.0,952.0,31.347,6.352,0.0
7,2,83.0,972.0,31.347,6.148,0.0
2,8,172.0,951.0,27.193,6.493,0.0
8,2,83.0,972.0,27.193,6.191,0.0
3,4,172.0,964.0,43.773,6.274,0.0
4,3,84.0,983.0,43.773,6.266,1.0
3,5,172.0,969.0,38.809,6.228,0.0
5,3,83.0,965.0,38.809,6.63,0.0
3,6,171.0,973.0,14.929,6.399,2.0
6,3,83.0,972.0,14.929,6.559,3.0
3,7,172.0,970.0,20.035,6.225,1.0
7,3,84.0,976.0,20.035,6.241,1.0
3,8,172.0,969.0,18.306,6.547,0.0
8,3,83.0,973.0,18.306,6.193,0.0
4,5,172.0,974.0,23.048,6.235,1.0
5,4,83.0,972.0,23.048,6.507,1.0
4,6,172.0,974.0,31.696,6.416,1.0
6,4,83.0,974.0,31.696,6.452,0.0
4,7,172.0,974.0,4.697,6.249,2.0
7,4,83.0,974.0,4.697,6.376,4.0
4,8,172.0,971.0,47.016,6.336,0.0
8,4,83.0,970.0,47.016,6.26,0.0
5,6,172.0,961.0,17.104,6.351,3.0
6,5,83.0,972.0,17.104,6.233,2.0
5,7,172.0,959.0,22.504,6.357,1.0
7,5,84.0,981.0,22.504,6.253,6.0
5,8,172.0,965.0,8.606,6.3,0.0
8,5,83.0,973.0,8.606,6.798,0.0
6,7,172.0,972.0,38.645,6.274,0.0
7,6,84.0,980.0,38.645,6.201,0.0
6,8,172.0,969.0,10.833,6.254,0.0
8,6,84.0,979.0,10.833,6.875,0.0
7,8,172.0,983.0,7.053,6.376,1.0
8,7,83.0,972.0,7.053,6.38,4.0
