src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,174.0,892.0,3.141,47.138,0.0
1,0,80.0,935.0,3.141,9.986,0.0
0,2,172.0,907.0,2.926,47.161,1.0
2,0,82.0,964.0,2.926,9.85,0.0
0,3,172.0,909.0,3.248,47.135,0.0
3,0,83.0,968.0,3.248,9.971,0.0
0,4,171.0,905.0,4.497,46.837,0.0
4,0,82.0,964.0,4.497,9.862,0.0
0,5,173.0,910.0,4.327,46.777,2.0
5,0,84.0,983.0,4.327,9.742,2.0
0,6,172.0,907.0,6.78,47.152,1.0
6,0,84.0,981.0,6.78,9.824,0.0
0,7,172.0,909.0,5.24,47.213,1.0
7,0,84.0,984.0,5.24,9.771,3.0
0,8,172.0,908.0,4.193,47.121,1.0
8,0,84.0,986.0,4.193,9.725,1.0
1,2,173.0,906.0,2.965,47.303,1.0
2,1,83.0,967.0,2.965,10.038,1.0
1,3,174.0,909.0,4.515,46.529,1.0
3,1,83.0,962.0,4.515,10.259,0.0
1,4,174.0,902.0,6.423,46.882,0.0
4,1,83.0,970.0,6.423,9.64,0.0
1,5,172.0,911.0,4.32,46.925,0.0
5,1,84.0,981.0,4.32,9.801,1.0
1,6,173.0,909.0,4.543,47.305,1.0
6,1,84.0,986.0,4.543,9.7,0.0
1,7,171.0,908.0,3.128,47.645,0.0
7,1,84.0,976.0,3.128,10.066,0.0
1,8,171.0,908.0,5.247,47.407,0.0
8,1,84.0,981.0,5.247,9.729,0.0
2,3,172.0,904.0,4.758,47.335,0.0
3,2,83.0,969.0,4.758,9.793,0.0
2,4,171.0,906.0,4.534,47.967,2.0
4,2,83.0,976.0,4.534,10.038,3.0
2,5,171.0,902.0,2.87,47.418,0.0
5,2,84.0,985.0,2.87,9.694,0.0
2,6,173.0,902.0,5.729,47.184,0.0
6,2,84.0,984.0,5.729,9.699,0.0
2,7,173.0,904.0,4.647,46.965,0.0
7,2,84.0,981.0,4.647,9.784,0.0
2,8,173.0,887.0,5.425,47.326,0.0
8,2,80.0,930.0,5.425,11.094,0.0
3,4,172.0,902.0,2.928,47.528,0.0
4,3,83.0,972.0,2.928,9.806,0.0
3,5,171.0,899.0,4.707,47.874,0.0
5,3,84.0,987.0,4.707,9.698,1.0
3,6,173.0,901.0,4.463,47.729,2.0
6,3,84.0,987.0,4.463,9.694,1.0
3,7,172.0,900.0,5.962,47.484,0.0
7,3,84.0,976.0,5.962,9.703,0.0
3,8,171.0,901.0,2.889,47.922,0.0
8,3,83.0,974.0,2.889,10.058,0.0
4,5,173.0,904.0,2.667,47.025,0.0
5,4,84.0,981.0,2.667,9.677,0.0
4,6,171.0,905.0,2.908,47.152,1.0
6,4,84.0,981.0,2.908,9.842,1.0
4,7,172.0,900.0,4.386,47.253,1.0
7,4,84.0,977.0,4.386,9.725,1.0
4,8,172.0,905.0,4.149,47.177,2.0
8,4,84.0,981.0,4.149,9.704,1.0
5,6,172.0,914.0,4.135,47.144,2.0
6,5,84.0,986.0,4.135,9.601,3.0
5,7,172.0,917.0,6.139,46.99,2.0
7,5,83.0,972.0,6.139,9.78,2.0
5,8,172.0,915.0,5.842,47.158,2.0
8,5,85.0,993.0,5.842,9.77,1.0
6,7,160.0,909.0,3.261,48.996,0.0
7,6,83.0,967.0,3.261,9.793,0.0
6,8,174.0,917.0,7.554,46.355,1.0
8,6,84.0,980.0,7.554,9.84,2.0
7,8,173.0,906.0,7.088,47.092,1.0
8,7,84.0,980.0,7.088,9.798,5.0
