src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,597.0,3.02,7.783,0.977,0.0
1,0,103.0,1.2,7.783,7.479,0.0
0,2,597.0,5.49,5.093,0.315,0.0
2,0,350.0,4.11,5.093,3.806,0.0
0,3,598.0,2.42,8.429,1.557,65.0
3,0,84.0,984.0,8.429,8.054,0.0
0,4,597.0,6.99,3.311,0.57,0.0
4,0,596.0,7.0,3.311,0.54,0.0
0,5,597.0,4.03,6.914,0.732,2.0
5,0,208.0,2.44,6.914,2.167,0.0
1,2,596.0,5.33,4.036,0.556,0.0
2,1,382.0,4.49,4.036,2.417,0.0
1,3,597.0,7.01,2.789,0.45,0.0
3,1,596.0,6.97,2.789,0.773,0.0
1,4,597.0,3.92,5.572,1.219,0.0
4,1,194.0,2.28,5.572,3.34,0.0
1,5,597.0,6.26,2.476,0.775,0.0
5,1,522.0,6.09,2.476,1.049,4.0
2,3,597.0,3.46,5.386,1.455,0.0
3,2,241.0,2.81,5.386,4.1,0.0
2,4,597.0,6.77,2.564,0.593,0.0
4,2,576.0,6.77,2.564,0.531,0.0
2,5,597.0,6.77,2.491,0.593,0.0
5,2,597.0,6.98,2.491,0.64,0.0
3,4,596.0,3.25,6.731,0.451,0.0
4,3,144.0,1.67,6.731,6.036,0.0
3,5,597.0,5.57,5.13,0.609,0.0
5,3,381.0,4.47,5.13,1.612,0.0
4,5,597.0,4.94,5.71,0.487,1.0
5,4,329.0,3.87,5.71,2.775,0.0
