src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,172.0,891.0,3.6,48.763,3.0
1,0,84.0,985.0,3.6,9.673,2.0
0,2,174.0,897.0,4.44,48.087,0.0
2,0,84.0,980.0,4.44,9.699,0.0
0,3,170.0,897.0,5.215,48.914,0.0
3,0,84.0,976.0,5.215,9.706,0.0
0,4,173.0,895.0,3.629,48.867,0.0
4,0,83.0,972.0,3.629,9.847,0.0
1,2,171.0,902.0,2.84,48.666,2.0
2,1,83.0,974.0,2.84,9.746,2.0
1,3,171.0,903.0,4.982,48.707,0.0
3,1,83.0,976.0,4.982,9.724,0.0
1,4,173.0,899.0,8.035,48.515,0.0
4,1,83.0,968.0,8.035,10.051,0.0
2,3,171.0,900.0,3.336,48.57,3.0
3,2,83.0,974.0,3.336,9.828,3.0
2,4,171.0,898.0,2.795,48.631,0.0
4,2,83.0,970.0,2.795,9.779,0.0
3,4,173.0,893.0,5.23,49.252,0.0
4,3,83.0,968.0,5.23,9.745,0.0
