src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,512.0,6.01,2.764,0.097,0.0
1,0,511.0,6.01,2.764,0.135,0.0
0,2,510.0,3.14,6.897,1.448,6.0
2,0,129.0,1.51,6.897,28.947,28.0
0,3,512.0,5.76,4.45,0.888,0.0
3,0,489.0,5.75,4.45,0.495,0.0
0,4,512.0,4.48,14.009,0.653,0.0
4,0,322.0,3.78,14.009,1.264,0.0
0,5,512.0,3.65,7.355,0.375,7.0
5,0,238.0,2.79,7.355,1.229,9.0
1,2,512.0,4.31,5.228,0.75,21.0
2,1,419.0,4.93,5.228,0.75,30.0
1,3,512.0,6.0,3.157,0.312,0.0
3,1,511.0,6.0,3.157,0.353,0.0
1,4,512.0,5.65,4.053,0.765,0.0
4,1,457.0,5.36,4.053,0.771,0.0
1,5,512.0,4.45,5.517,0.453,0.0
5,1,260.0,3.05,5.517,1.76,0.0
2,3,512.0,6.01,5.267,0.361,0.0
3,2,510.0,6.0,5.267,0.698,0.0
2,4,512.0,5.98,3.334,0.379,0.0
4,2,511.0,6.01,3.334,0.342,0.0
2,5,512.0,5.37,4.459,1.374,2.0
5,2,472.0,5.38,4.459,0.834,14.0
3,4,512.0,5.98,2.931,0.486,0.0
4,3,511.0,6.01,2.931,0.097,0.0
3,5,512.0,5.59,4.448,0.866,0.0
5,3,486.0,5.71,4.448,1.167,0.0
4,5,512.0,6.0,3.043,0.651,0.0
5,4,512.0,6.0,3.043,0.798,0.0
