src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,767.0,7.58,3.54,0.118,0.0
1,0,625.0,7.34,3.54,0.654,0.0
0,2,767.0,3.3,8.915,0.553,83.0
2,0,104.0,1.22,8.915,8.693,0.0
0,3,767.0,5.93,5.292,0.124,0.0
3,0,398.0,4.65,5.292,1.838,0.0
0,4,767.0,3.9,5.247,0.114,0.0
4,0,193.0,2.25,5.247,4.566,1.0
0,5,767.0,3.59,7.108,0.119,0.0
5,0,131.0,1.53,7.108,5.975,0.0
1,2,767.0,4.16,7.746,0.353,0.0
2,1,174.0,2.04,7.746,2.306,0.0
1,3,767.0,8.59,3.133,0.152,2.0
3,1,727.0,8.54,3.133,0.123,0.0
1,4,767.0,5.45,5.113,0.282,0.0
4,1,325.0,3.82,5.113,1.74,0.0
1,5,768.0,4.38,5.351,1.489,19.0
5,1,204.0,2.39,5.351,5.444,0.0
2,3,767.0,5.85,4.037,0.097,0.0
3,2,417.0,4.89,4.037,1.181,0.0
2,4,767.0,8.31,2.874,0.389,0.0
4,2,705.0,8.28,2.874,0.48,0.0
2,5,767.0,5.47,3.989,0.169,8.0
5,2,429.0,4.96,3.989,2.954,6.0
3,4,767.0,8.58,2.941,0.159,0.0
4,3,729.0,8.56,2.941,0.298,0.0
3,5,767.0,5.47,4.73,0.105,0.0
5,3,337.0,3.96,4.73,0.305,0.0
4,5,767.0,8.3,2.876,0.123,0.0
5,4,670.0,7.87,2.876,0.292,0.0
