src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,342.0,4.0,2.65,0.1,0.0
1,0,342.0,4.01,2.65,0.496,0.0
0,2,342.0,3.71,7.515,1.229,8.0
2,0,342.0,4.2,7.515,1.501,7.0
0,3,342.0,4.14,5.372,0.401,2.0
3,0,342.0,4.12,5.372,0.169,1.0
0,4,342.0,4.0,5.857,0.876,0.0
4,0,340.0,3.98,5.857,0.788,0.0
0,5,342.0,3.48,12.364,1.655,1.0
5,0,342.0,4.04,12.364,1.667,17.0
1,2,342.0,3.92,7.864,2.351,0.0
2,1,332.0,3.9,7.864,2.129,0.0
1,3,342.0,3.96,2.924,0.847,0.0
3,1,341.0,4.0,2.924,0.304,0.0
1,4,342.0,3.99,4.769,0.347,0.0
4,1,341.0,4.0,4.769,0.268,0.0
1,5,342.0,3.95,5.981,1.095,0.0
5,1,336.0,3.95,5.981,0.707,0.0
2,3,342.0,4.22,4.411,0.496,7.0
3,2,342.0,4.01,4.411,0.325,13.0
2,4,342.0,4.0,3.143,0.363,0.0
4,2,341.0,4.0,3.143,0.263,0.0
2,5,342.0,4.85,4.558,0.975,32.0
5,2,341.0,4.11,4.558,1.532,8.0
3,4,342.0,4.0,2.882,0.407,0.0
4,3,341.0,4.01,2.882,0.347,0.0
3,5,342.0,3.57,6.596,1.697,6.0
5,3,310.0,3.64,6.596,1.168,6.0
4,5,342.0,4.0,3.802,0.112,0.0
5,4,341.0,4.0,3.802,0.355,0.0
