src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,427.0,4.87,3.639,0.509,0.0
1,0,414.0,4.87,3.639,0.236,0.0
0,2,427.0,4.67,3.492,0.517,0.0
2,0,398.0,4.68,3.492,0.167,0.0
0,3,427.0,4.46,5.23,1.241,0.0
3,0,356.0,4.17,5.23,5.055,1.0
0,4,427.0,4.39,10.738,1.14,0.0
4,0,355.0,4.17,10.738,1.19,0.0
1,2,427.0,4.81,8.417,1.398,0.0
2,1,410.0,4.8,8.417,1.254,0.0
1,3,427.0,4.79,5.41,0.41,0.0
3,1,408.0,4.79,5.41,0.408,0.0
1,4,427.0,4.42,6.608,0.229,0.0
4,1,374.0,4.39,6.608,0.92,0.0
2,3,427.0,4.79,3.217,0.643,0.0
3,2,409.0,4.8,3.217,0.561,0.0
2,4,427.0,4.12,7.798,0.189,0.0
4,2,327.0,3.84,7.798,0.496,0.0
3,4,427.0,4.85,3.582,0.412,0.0
4,3,412.0,4.84,3.582,0.264,0.0
