src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,427.0,3.27,7.929,1.411,0.0
1,0,229.0,2.69,7.929,2.317,0.0
0,2,427.0,4.79,3.78,1.248,0.0
2,0,410.0,4.81,3.78,1.224,0.0
0,3,427.0,2.65,8.233,1.125,0.0
3,0,107.0,1.26,8.233,4.465,0.0
0,4,427.0,5.0,2.907,0.179,0.0
4,0,426.0,5.0,2.907,0.188,0.0
0,5,427.0,3.99,6.231,1.146,0.0
5,0,356.0,4.18,6.231,1.102,0.0
1,2,427.0,4.94,4.3,1.273,0.0
2,1,424.0,4.99,4.3,1.304,0.0
1,3,427.0,5.01,4.03,0.779,0.0
3,1,426.0,4.99,4.03,0.847,0.0
1,4,427.0,3.76,5.45,3.099,30.0
4,1,273.0,3.2,5.45,4.209,0.0
1,5,427.0,5.0,3.0,0.456,0.0
5,1,426.0,4.99,3.0,0.761,0.0
2,3,427.0,4.03,5.043,1.212,0.0
3,2,319.0,3.75,5.043,1.597,0.0
2,4,427.0,4.99,3.908,0.763,0.0
4,2,425.0,4.99,3.908,0.549,0.0
2,5,427.0,5.0,2.938,0.535,0.0
5,2,426.0,5.0,2.938,0.656,0.0
3,4,427.0,3.39,9.931,0.909,0.0
4,3,210.0,2.47,9.931,2.407,0.0
3,5,427.0,5.0,4.676,0.567,0.0
5,3,426.0,4.99,4.676,0.779,0.0
4,5,427.0,4.81,4.001,0.953,0.0
5,4,407.0,4.78,4.001,1.056,0.0
