src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,172.0,1.28,8.267,2.798,16.0
1,0,90.0,433.0,8.267,325.077,75.0
0,2,172.0,2.0,6.159,0.275,0.0
2,0,171.0,2.0,6.159,0.362,0.0
0,3,172.0,2.02,9.514,1.693,0.0
3,0,172.0,2.1,9.514,2.326,0.0
0,4,172.0,1.99,3.21,0.624,0.0
4,0,171.0,2.0,3.21,0.22,0.0
0,5,172.0,1.99,5.824,0.878,0.0
5,0,171.0,2.0,5.824,0.479,0.0
1,2,172.0,1.98,3.615,0.792,0.0
2,1,171.0,2.0,3.615,0.22,0.0
1,3,171.0,2.0,2.898,1.163,0.0
3,1,171.0,1.99,2.898,2.069,0.0
1,4,172.0,1.98,5.806,0.916,0.0
4,1,171.0,2.0,5.806,0.388,0.0
1,5,172.0,2.0,3.067,0.329,0.0
5,1,171.0,2.0,3.067,0.27,0.0
2,3,172.0,2.0,5.555,0.579,0.0
3,2,171.0,2.0,5.555,0.578,0.0
2,4,172.0,2.06,4.73,0.211,3.0
4,2,172.0,2.11,4.73,0.156,3.0
2,5,172.0,2.0,3.69,0.955,0.0
5,2,169.0,1.99,3.69,0.611,0.0
3,4,172.0,2.01,8.187,0.873,0.0
4,3,171.0,2.0,8.187,0.961,0.0
3,5,172.0,1.99,4.262,0.535,0.0
5,3,171.0,2.0,4.262,0.364,0.0
4,5,172.0,2.03,4.492,0.433,0.0
5,4,172.0,2.02,4.492,0.625,0.0
