src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,172.0,937.0,18.27,7.692,0.0
1,0,83.0,976.0,18.27,6.163,0.0
0,2,172.0,956.0,38.683,6.63,0.0
2,0,84.0,977.0,38.683,6.224,0.0
0,3,172.0,960.0,34.423,6.378,0.0
3,0,83.0,965.0,34.423,6.356,0.0
0,4,172.0,959.0,5.229,6.485,3.0
4,0,84.0,981.0,5.229,6.277,4.0
0,5,172.0,959.0,29.302,6.323,0.0
5,0,83.0,967.0,29.302,6.372,0.0
0,6,172.0,959.0,35.575,6.548,0.0
6,0,84.0,979.0,35.575,6.186,0.0
0,7,172.0,956.0,45.476,6.301,0.0
7,0,82.0,963.0,45.476,6.332,0.0
0,8,172.0,947.0,8.578,6.629,2.0
8,0,82.0,955.0,8.578,6.646,2.0
1,2,172.0,974.0,16.352,6.22,1.0
2,1,84.0,985.0,16.352,6.201,1.0
1,3,172.0,975.0,8.057,6.274,3.0
3,1,84.0,976.0,8.057,6.271,2.0
1,4,172.0,973.0,13.296,6.234,5.0
4,1,84.0,981.0,13.296,6.303,3.0
1,5,172.0,973.0,11.69,6.243,4.0
5,1,83.0,972.0,11.69,6.253,2.0
1,6,172.0,973.0,25.119,6.22,0.0
6,1,84.0,975.0,25.119,6.523,2.0
1,7,172.0,968.0,26.686,6.299,0.0
7,1,83.0,970.0,26.686,6.48,0.0
1,8,172.0,964.0,31.686,6.503,0.0
8,1,81.0,948.0,31.686,6.611,0.0
2,3,172.0,975.0,14.401,6.281,1.0
3,2,84.0,976.0,14.401,6.408,4.0
2,4,172.0,974.0,28.755,6.27,3.0
4,2,84.0,980.0,28.755,6.276,3.0
2,5,172.0,973.0,37.963,6.215,1.0
5,2,83.0,972.0,37.963,6.334,1.0
2,6,172.0,971.0,5.534,6.396,3.0
6,2,83.0,974.0,5.534,6.366,5.0
2,7,172.0,973.0,7.788,6.22,3.0
7,2,83.0,966.0,7.788,6.551,5.0
2,8,172.0,966.0,19.53,6.232,0.0
8,2,81.0,940.0,19.53,6.773,0.0
3,4,172.0,973.0,35.899,6.272,1.0
4,3,84.0,977.0,35.899,6.453,0.0
3,5,172.0,974.0,11.331,6.451,0.0
5,3,83.0,964.0,11.331,6.311,2.0
3,6,172.0,973.0,22.875,6.228,1.0
6,3,84.0,977.0,22.875,6.205,0.0
3,7,172.0,974.0,6.016,6.22,0.0
7,3,83.0,967.0,6.016,6.308,2.0
3,8,172.0,964.0,47.612,6.695,0.0
8,3,82.0,954.0,47.612,6.721,0.0
4,5,172.0,972.0,32.102,6.394,0.0
5,4,83.0,968.0,32.102,6.325,1.0
4,6,172.0,967.0,37.803,6.302,0.0
6,4,84.0,979.0,37.803,6.337,0.0
4,7,172.0,971.0,22.801,6.54,0.0
7,4,83.0,968.0,22.801,6.577,0.0
4,8,172.0,962.0,33.387,6.493,0.0
8,4,82.0,951.0,33.387,6.936,0.0
5,6,172.0,964.0,8.197,6.293,0.0
6,5,84.0,976.0,8.197,6.427,0.0
5,7,172.0,962.0,40.567,6.22,0.0
7,5,82.0,959.0,40.567,6.517,0.0
5,8,172.0,962.0,28.718,7.142,0.0
8,5,82.0,963.0,28.718,6.386,0.0
6,7,172.0,969.0,18.3,6.244,1.0
7,6,82.0,962.0,18.3,6.396,1.0
6,8,172.0,969.0,6.699,6.228,1.0
8,6,82.0,957.0,6.699,6.602,5.0
7,8,172.0,958.0,36.833,6.665,0.0
8,7,82.0,955.0,36.833,6.654,0.0
