src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,173.0,883.0,3.026,47.984,0.0
1,0,82.0,961.0,3.026,10.065,0.0
0,2,173.0,896.0,2.783,46.873,0.0
2,0,84.0,980.0,2.783,9.755,0.0
0,3,172.0,887.0,7.479,48.499,0.0
3,0,83.0,972.0,7.479,9.754,0.0
0,4,170.0,894.0,6.191,47.579,1.0
4,0,84.0,976.0,6.191,9.849,1.0
0,5,161.0,895.0,4.694,49.074,0.0
5,0,83.0,968.0,4.694,9.854,0.0
0,6,161.0,895.0,5.855,49.674,0.0
6,0,83.0,972.0,5.855,9.823,0.0
0,7,172.0,889.0,4.836,47.893,0.0
7,0,82.0,964.0,4.836,9.936,0.0
0,8,173.0,893.0,16.974,47.304,1.0
8,0,83.0,974.0,16.974,9.869,7.0
1,2,172.0,909.0,4.536,47.624,0.0
2,1,84.0,985.0,4.536,9.705,0.0
1,3,172.0,912.0,7.103,46.944,3.0
3,1,84.0,983.0,7.103,9.742,7.0
1,4,172.0,909.0,13.677,47.4,1.0
4,1,84.0,981.0,13.677,9.715,1.0
1,5,171.0,912.0,5.815,47.049,2.0
5,1,83.0,971.0,5.815,9.914,4.0
1,6,172.0,911.0,10.618,46.882,0.0
6,1,83.0,970.0,10.618,9.802,0.0
1,7,172.0,915.0,5.688,46.909,0.0
7,1,84.0,985.0,5.688,9.696,0.0
1,8,171.0,915.0,8.782,47.318,6.0
8,1,84.0,987.0,8.782,9.785,4.0
2,3,173.0,915.0,6.941,46.509,2.0
3,2,84.0,982.0,6.941,9.742,2.0
2,4,172.0,916.0,4.973,46.691,2.0
4,2,84.0,979.0,4.973,9.708,1.0
2,5,171.0,908.0,7.49,47.953,0.0
5,2,83.0,968.0,7.49,9.942,0.0
2,6,173.0,917.0,5.532,46.505,1.0
6,2,83.0,968.0,5.532,9.765,1.0
2,7,174.0,918.0,5.466,46.326,1.0
7,2,85.0,990.0,5.466,9.699,0.0
2,8,173.0,916.0,7.039,46.762,1.0
8,2,84.0,982.0,7.039,9.77,2.0
3,4,173.0,914.0,2.828,46.702,0.0
4,3,84.0,983.0,2.828,9.671,0.0
3,5,172.0,899.0,15.363,46.932,0.0
5,3,88.0,1.02,15.363,9.905,0.0
3,6,173.0,914.0,4.137,46.962,1.0
6,3,83.0,968.0,4.137,9.858,2.0
3,7,173.0,912.0,6.038,46.858,3.0
7,3,84.0,985.0,6.038,9.705,6.0
3,8,172.0,913.0,2.73,47.025,1.0
8,3,84.0,976.0,2.73,9.693,1.0
4,5,171.0,911.0,4.908,46.802,0.0
5,4,83.0,970.0,4.908,9.849,0.0
4,6,170.0,911.0,2.834,47.503,0.0
6,4,82.0,964.0,2.834,9.883,0.0
4,7,173.0,914.0,4.304,46.473,3.0
7,4,84.0,984.0,4.304,9.724,6.0
4,8,171.0,913.0,4.675,47.724,1.0
8,4,84.0,977.0,4.675,9.792,1.0
5,6,171.0,902.0,4.365,47.174,1.0
6,5,83.0,969.0,4.365,10.036,2.0
5,7,172.0,905.0,6.13,46.571,1.0
7,5,83.0,955.0,6.13,11.577,1.0
5,8,173.0,899.0,5.591,47.015,0.0
8,5,83.0,971.0,5.591,9.817,0.0
6,7,173.0,899.0,3.083,47.604,1.0
7,6,85.0,990.0,3.083,9.704,1.0
6,8,174.0,906.0,5.709,47.134,0.0
8,6,84.0,986.0,5.709,9.701,0.0
7,8,172.0,916.0,7.459,46.557,3.0
8,7,84.0,979.0,7.459,9.703,4.0
