src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,342.0,3.55,7.24,1.534,5.0
1,0,288.0,3.38,7.24,1.43,0.0
0,2,342.0,3.86,4.289,1.545,0.0
2,0,327.0,3.81,4.289,1.97,0.0
0,3,342.0,2.99,9.079,1.057,11.0
3,0,241.0,2.76,9.079,1.215,6.0
0,4,342.0,4.05,3.231,0.427,0.0
4,0,342.0,4.18,3.231,0.306,2.0
0,5,342.0,4.3,5.929,0.451,3.0
5,0,342.0,4.26,5.929,0.642,14.0
1,2,342.0,4.0,4.473,0.614,0.0
2,1,341.0,3.99,4.473,0.736,0.0
1,3,342.0,3.98,2.921,0.758,0.0
3,1,341.0,4.0,2.921,0.356,0.0
1,4,342.0,3.95,7.176,1.865,0.0
4,1,336.0,3.95,7.176,1.574,0.0
1,5,342.0,3.99,3.39,0.337,0.0
5,1,341.0,4.0,3.39,0.108,0.0
2,3,340.0,3.93,6.071,2.564,0.0
3,2,335.0,3.92,6.071,1.659,0.0
2,4,342.0,3.98,3.311,0.744,0.0
4,2,341.0,4.0,3.311,0.328,0.0
2,5,342.0,3.99,3.282,0.682,0.0
5,2,341.0,4.0,3.282,0.412,0.0
3,4,342.0,3.8,8.013,1.446,7.0
4,3,342.0,4.19,8.013,1.765,3.0
3,5,342.0,4.2,4.803,0.593,5.0
5,3,342.0,4.12,4.803,0.307,2.0
4,5,342.0,4.25,5.557,0.848,2.0
5,4,342.0,4.15,5.557,0.458,3.0
