src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,682.0,3.82,31.56,1.376,23.0
1,0,191.0,2.24,31.56,4.851,0.0
0,2,682.0,5.6,4.527,0.26,3.0
2,0,487.0,5.73,4.527,0.36,3.0
0,3,682.0,3.1,9.004,0.261,0.0
3,0,134.0,1.56,9.004,6.186,0.0
0,4,681.0,7.91,2.909,0.883,0.0
4,0,675.0,7.91,2.909,0.916,0.0
0,5,682.0,4.79,5.681,0.28,0.0
5,0,256.0,2.99,5.681,2.414,0.0
1,2,682.0,5.51,4.129,0.273,22.0
2,1,546.0,6.41,4.129,0.287,32.0
1,3,682.0,5.75,3.106,0.251,0.0
3,1,427.0,5.02,3.106,1.426,0.0
1,4,682.0,4.44,6.859,0.258,14.0
4,1,223.0,2.6,6.859,3.277,21.0
1,5,682.0,8.01,3.127,0.126,0.0
5,1,681.0,7.91,3.127,0.469,6.0
2,3,682.0,4.63,11.195,0.264,0.0
3,2,277.0,3.25,11.195,2.459,0.0
2,4,682.0,7.95,2.73,0.392,1.0
4,2,679.0,7.98,2.73,0.179,0.0
2,5,682.0,7.77,2.916,0.123,3.0
5,2,658.0,7.73,2.916,0.145,0.0
3,4,681.0,3.74,11.785,0.614,1.0
4,3,150.0,1.74,11.785,6.652,0.0
3,5,682.0,5.63,4.157,0.251,0.0
5,3,433.0,5.09,4.157,0.71,0.0
4,5,682.0,6.47,4.299,0.351,0.0
5,4,481.0,5.65,4.299,0.779,0.0
