src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,87.0,956.0,4.945,0.578,2.0
1,0,82.0,953.0,4.945,0.538,0.0
0,2,87.0,960.0,4.738,0.946,0.0
2,0,83.0,963.0,4.738,0.756,0.0
0,3,87.0,936.0,5.964,2.119,0.0
3,0,82.0,963.0,5.964,1.668,0.0
1,2,87.0,938.0,5.267,1.931,0.0
2,1,82.0,963.0,5.267,1.22,0.0
1,3,87.0,942.0,3.285,2.169,0.0
3,1,82.0,963.0,3.285,0.835,0.0
2,3,87.0,972.0,7.714,0.616,3.0
3,2,83.0,972.0,7.714,0.648,4.0
