src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,87.0,963.0,3.143,4.313,11.0
1,0,82.0,960.0,3.143,0.886,0.0
0,2,87.0,974.0,3.329,0.57,2.0
2,0,83.0,971.0,3.329,0.58,3.0
0,3,87.0,980.0,11.978,0.706,7.0
3,0,84.0,976.0,11.978,9.476,23.0
0,4,87.0,980.0,6.287,1.034,5.0
4,0,84.0,976.0,6.287,0.724,8.0
0,5,87.0,976.0,4.215,0.374,2.0
5,0,81.0,950.0,4.215,0.901,4.0
0,6,86.0,976.0,5.569,1.01,5.0
6,0,84.0,976.0,5.569,0.583,5.0
0,7,87.0,957.0,3.578,1.071,0.0
7,0,81.0,944.0,3.578,0.566,0.0
0,8,87.0,977.0,8.428,1.448,12.0
8,0,83.0,970.0,8.428,1.692,9.0
1,2,87.0,969.0,4.059,0.69,3.0
2,1,83.0,970.0,4.059,1.282,8.0
1,3,87.0,978.0,7.437,1.377,12.0
3,1,83.0,971.0,7.437,1.585,13.0
1,4,87.0,970.0,6.895,0.682,2.0
4,1,83.0,975.0,6.895,1.052,5.0
1,5,87.0,976.0,5.566,0.484,2.0
5,1,82.0,955.0,5.566,0.591,4.0
1,6,87.0,972.0,4.426,0.405,1.0
6,1,84.0,976.0,4.426,0.438,3.0
1,7,87.0,960.0,2.619,1.483,0.0
7,1,81.0,949.0,2.619,0.775,0.0
1,8,87.0,935.0,8.16,1.956,0.0
8,1,80.0,935.0,8.16,1.049,0.0
2,3,87.0,970.0,7.398,0.786,4.0
3,2,83.0,966.0,7.398,1.166,7.0
2,4,87.0,974.0,4.411,0.808,1.0
4,2,83.0,974.0,4.411,0.776,3.0
2,5,87.0,942.0,2.975,2.234,0.0
5,2,82.0,955.0,2.975,0.861,0.0
2,6,87.0,972.0,5.828,0.432,2.0
6,2,84.0,976.0,5.828,0.555,5.0
2,7,87.0,952.0,6.004,1.553,0.0
7,2,82.0,963.0,6.004,0.689,0.0
2,8,87.0,970.0,9.718,0.662,5.0
8,2,83.0,970.0,9.718,0.857,5.0
3,4,86.0,969.0,2.958,0.583,3.0
4,3,83.0,975.0,2.958,0.366,0.0
3,5,87.0,923.0,4.257,3.854,0.0
5,3,81.0,946.0,4.257,1.219,0.0
3,6,87.0,968.0,4.305,0.647,1.0
6,3,83.0,972.0,4.305,0.492,3.0
3,7,86.0,946.0,5.969,2.341,0.0
7,3,81.0,943.0,5.969,0.573,0.0
3,8,87.0,954.0,2.864,1.356,0.0
8,3,83.0,968.0,2.864,0.651,0.0
4,5,87.0,931.0,3.156,2.204,0.0
5,4,81.0,950.0,3.156,0.608,0.0
4,6,87.0,974.0,2.895,0.382,0.0
6,4,83.0,974.0,2.895,0.44,1.0
4,7,86.0,953.0,4.476,2.477,0.0
7,4,81.0,950.0,4.476,1.132,0.0
4,8,87.0,976.0,4.331,0.397,2.0
8,4,83.0,968.0,4.331,0.626,3.0
5,6,87.0,931.0,4.685,2.366,0.0
6,5,81.0,950.0,4.685,1.694,0.0
5,7,87.0,938.0,6.823,1.892,0.0
7,5,81.0,946.0,6.823,1.374,0.0
5,8,87.0,948.0,5.631,0.96,0.0
8,5,81.0,950.0,5.631,1.013,0.0
6,7,87.0,931.0,2.887,2.148,0.0
7,6,81.0,949.0,2.887,0.588,0.0
6,8,87.0,976.0,5.689,0.388,1.0
8,6,83.0,970.0,5.689,0.558,3.0
7,8,87.0,910.0,7.369,1.595,0.0
8,7,80.0,937.0,7.369,0.453,0.0
