src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,167.0,944.0,2.794,11.702,0.0
1,0,81.0,945.0,2.794,9.681,0.0
0,2,165.0,970.0,30.518,11.608,1.0
2,0,83.0,968.0,30.518,9.403,1.0
0,3,161.0,973.0,7.05,12.585,2.0
3,0,84.0,979.0,7.05,9.233,2.0
0,4,164.0,969.0,6.9,12.022,3.0
4,0,84.0,982.0,6.9,9.292,2.0
0,5,164.0,964.0,30.833,11.786,0.0
5,0,82.0,958.0,30.833,9.213,0.0
0,6,167.0,973.0,5.686,11.215,2.0
6,0,84.0,980.0,5.686,9.128,5.0
0,7,163.0,970.0,7.705,11.97,0.0
7,0,84.0,976.0,7.705,9.136,3.0
0,8,170.0,975.0,15.499,11.006,3.0
8,0,85.0,988.0,15.499,9.132,4.0
1,2,162.0,960.0,27.876,12.51,1.0
2,1,83.0,972.0,27.876,9.447,1.0
1,3,168.0,904.0,6.85,49.417,4.0
3,1,84.0,985.0,6.85,9.187,1.0
1,4,161.0,965.0,6.662,12.675,0.0
4,1,83.0,973.0,6.662,9.253,0.0
1,5,169.0,958.0,52.375,11.345,0.0
5,1,83.0,976.0,52.375,9.143,0.0
1,6,170.0,959.0,63.236,11.304,0.0
6,1,84.0,977.0,63.236,9.128,0.0
1,7,165.0,964.0,11.707,11.938,0.0
7,1,84.0,976.0,11.707,9.135,0.0
1,8,161.0,963.0,8.154,12.53,1.0
8,1,85.0,989.0,8.154,9.12,1.0
2,3,164.0,958.0,31.239,11.905,0.0
3,2,84.0,980.0,31.239,9.111,0.0
2,4,163.0,952.0,34.718,12.138,0.0
4,2,80.0,941.0,34.718,9.716,0.0
2,5,168.0,901.0,2.787,49.379,0.0
5,2,81.0,945.0,2.787,9.597,0.0
2,6,169.0,956.0,57.365,11.644,1.0
6,2,84.0,985.0,57.365,9.111,0.0
2,7,167.0,959.0,41.947,11.413,0.0
7,2,83.0,971.0,41.947,9.158,0.0
2,8,169.0,957.0,44.308,11.604,0.0
8,2,84.0,985.0,44.308,9.107,0.0
3,4,161.0,975.0,3.006,12.365,0.0
4,3,83.0,973.0,3.006,9.192,1.0
3,5,162.0,962.0,43.421,12.572,0.0
5,3,82.0,953.0,43.421,9.675,0.0
3,6,164.0,961.0,55.925,12.177,0.0
6,3,83.0,966.0,55.925,9.448,1.0
3,7,162.0,973.0,5.633,12.347,2.0
7,3,83.0,974.0,5.633,9.134,3.0
3,8,169.0,915.0,2.797,49.342,2.0
8,3,85.0,988.0,2.797,9.134,2.0
4,5,163.0,961.0,46.794,12.234,0.0
5,4,83.0,963.0,46.794,9.494,0.0
4,6,168.0,965.0,28.176,11.423,2.0
6,4,84.0,980.0,28.176,9.159,3.0
4,7,160.0,965.0,6.359,12.735,0.0
7,4,84.0,977.0,6.359,9.254,1.0
4,8,165.0,963.0,59.224,11.89,1.0
8,4,84.0,980.0,59.224,9.138,0.0
5,6,161.0,950.0,8.946,12.569,0.0
6,5,84.0,981.0,8.946,9.395,2.0
5,7,163.0,949.0,15.946,12.412,2.0
7,5,83.0,972.0,15.946,9.327,4.0
5,8,161.0,953.0,27.951,12.665,0.0
8,5,84.0,983.0,27.951,9.167,0.0
6,7,170.0,972.0,36.144,10.951,0.0
7,6,83.0,968.0,36.144,9.414,0.0
6,8,164.0,975.0,5.816,11.95,10.0
8,6,84.0,979.0,5.816,9.14,6.0
7,8,170.0,969.0,22.658,11.268,1.0
8,7,84.0,985.0,22.658,9.117,1.0
