src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,141.0,912.0,3.022,42.254,0.0
1,0,82.0,955.0,3.022,8.409,0.0
0,2,141.0,943.0,23.169,39.27,2.0
2,0,84.0,980.0,23.169,8.187,0.0
0,3,142.0,901.0,21.516,39.65,0.0
3,0,79.0,929.0,21.516,8.874,0.0
0,4,142.0,962.0,5.908,37.864,2.0
4,0,86.0,1.01,5.908,8.194,4.0
0,5,141.0,911.0,4.114,43.11,0.0
5,0,82.0,961.0,4.114,8.406,0.0
0,6,141.0,920.0,5.903,41.004,0.0
6,0,83.0,972.0,5.903,8.268,0.0
0,7,141.0,910.0,7.084,39.558,0.0
7,0,82.0,961.0,7.084,8.387,0.0
0,8,141.0,924.0,8.534,39.351,0.0
8,0,82.0,962.0,8.534,8.631,0.0
1,2,142.0,927.0,21.433,41.714,0.0
2,1,84.0,976.0,21.433,8.229,0.0
1,3,141.0,960.0,27.734,38.304,2.0
3,1,84.0,980.0,27.734,8.173,1.0
1,4,142.0,912.0,12.922,41.367,0.0
4,1,84.0,980.0,12.922,8.18,0.0
1,5,142.0,921.0,13.917,40.333,0.0
5,1,83.0,967.0,13.917,8.519,0.0
1,6,141.0,935.0,7.29,39.716,0.0
6,1,84.0,977.0,7.29,8.299,0.0
1,7,142.0,912.0,12.935,40.984,0.0
7,1,83.0,976.0,12.935,8.186,0.0
1,8,142.0,957.0,11.006,37.971,1.0
8,1,84.0,981.0,11.006,8.142,0.0
2,3,141.0,975.0,5.49,37.919,2.0
3,2,84.0,985.0,5.49,8.117,1.0
2,4,141.0,923.0,4.026,40.91,0.0
4,2,84.0,976.0,4.026,8.24,0.0
2,5,141.0,919.0,3.826,44.925,0.0
5,2,83.0,968.0,3.826,8.471,0.0
2,6,142.0,970.0,7.136,37.577,1.0
6,2,84.0,987.0,7.136,8.147,4.0
2,7,142.0,970.0,5.931,37.981,3.0
7,2,84.0,985.0,5.931,8.686,18.0
2,8,142.0,970.0,8.438,36.8,1.0
8,2,84.0,982.0,8.438,8.158,2.0
3,4,141.0,974.0,6.526,37.115,0.0
4,3,83.0,975.0,6.526,8.171,1.0
3,5,140.0,940.0,16.81,39.549,0.0
5,3,82.0,953.0,16.81,8.349,0.0
3,6,142.0,958.0,10.418,38.355,1.0
6,3,84.0,983.0,10.418,8.166,1.0
3,7,141.0,975.0,5.886,38.054,1.0
7,3,83.0,965.0,5.886,8.503,2.0
3,8,142.0,951.0,5.793,38.547,0.0
8,3,84.0,981.0,5.793,8.154,0.0
4,5,142.0,947.0,21.003,39.977,2.0
5,4,82.0,963.0,21.003,8.547,2.0
4,6,142.0,941.0,8.196,41.597,0.0
6,4,84.0,986.0,8.196,8.142,1.0
4,7,142.0,970.0,21.578,37.158,1.0
7,4,84.0,985.0,21.578,8.148,2.0
4,8,141.0,952.0,9.133,39.143,0.0
8,4,84.0,976.0,9.133,8.141,0.0
5,6,142.0,953.0,9.083,38.959,2.0
6,5,84.0,981.0,9.083,8.275,5.0
5,7,142.0,952.0,5.442,38.51,2.0
7,5,85.0,989.0,5.442,8.145,5.0
5,8,142.0,924.0,5.241,37.947,0.0
8,5,82.0,959.0,5.241,8.999,0.0
6,7,141.0,961.0,8.71,36.767,1.0
7,6,84.0,979.0,8.71,8.238,1.0
6,8,142.0,976.0,6.055,37.757,2.0
8,6,84.0,979.0,6.055,8.17,3.0
7,8,142.0,975.0,8.114,37.199,2.0
8,7,84.0,981.0,8.114,8.133,3.0
