src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,172.0,890.0,16.299,47.821,0.0
1,0,82.0,963.0,16.299,10.075,0.0
0,2,171.0,902.0,4.265,46.92,2.0
2,0,83.0,974.0,4.265,9.706,3.0
0,3,172.0,902.0,6.805,47.098,0.0
3,0,83.0,967.0,6.805,9.844,0.0
0,4,171.0,905.0,10.65,47.382,0.0
4,0,83.0,972.0,10.65,9.753,0.0
0,5,173.0,898.0,4.17,47.261,0.0
5,0,84.0,976.0,4.17,9.7,0.0
0,6,171.0,904.0,5.529,46.91,2.0
6,0,85.0,992.0,5.529,9.704,1.0
0,7,173.0,899.0,4.035,47.462,0.0
7,0,82.0,963.0,4.035,9.782,0.0
0,8,171.0,903.0,8.92,46.602,4.0
8,0,84.0,983.0,8.92,9.712,2.0
1,2,172.0,908.0,4.191,47.518,0.0
2,1,84.0,983.0,4.191,9.859,0.0
1,3,171.0,900.0,6.773,47.483,0.0
3,1,83.0,968.0,6.773,9.865,0.0
1,4,171.0,904.0,6.172,47.415,0.0
4,1,83.0,968.0,6.172,9.876,0.0
1,5,173.0,904.0,6.037,47.233,3.0
5,1,84.0,984.0,6.037,9.762,3.0
1,6,174.0,903.0,4.366,47.077,0.0
6,1,83.0,968.0,4.366,10.024,0.0
1,7,172.0,908.0,2.727,47.177,4.0
7,1,83.0,970.0,2.727,9.824,5.0
1,8,172.0,888.0,9.571,48.079,2.0
8,1,84.0,985.0,9.571,9.707,5.0
2,3,173.0,906.0,6.545,46.619,0.0
3,2,83.0,972.0,6.545,9.757,0.0
2,4,172.0,913.0,4.38,46.975,1.0
4,2,83.0,969.0,4.38,10.141,0.0
2,5,172.0,914.0,6.61,47.23,1.0
5,2,84.0,985.0,6.61,9.708,0.0
2,6,174.0,920.0,6.171,46.419,1.0
6,2,84.0,987.0,6.171,9.801,2.0
2,7,171.0,913.0,5.603,47.198,3.0
7,2,83.0,974.0,5.603,9.747,2.0
2,8,171.0,925.0,15.619,47.108,1.0
8,2,84.0,987.0,15.619,9.694,1.0
3,4,172.0,904.0,2.976,46.96,0.0
4,3,82.0,962.0,2.976,9.88,0.0
3,5,171.0,899.0,4.392,47.659,0.0
5,3,83.0,971.0,4.392,9.709,0.0
3,6,172.0,902.0,3.919,47.124,2.0
6,3,84.0,984.0,3.919,9.714,5.0
3,7,172.0,900.0,5.464,47.641,2.0
7,3,84.0,976.0,5.464,9.767,1.0
3,8,172.0,903.0,2.756,47.337,1.0
8,3,84.0,986.0,2.756,9.708,0.0
4,5,173.0,902.0,2.91,46.837,1.0
5,4,84.0,978.0,2.91,9.727,0.0
4,6,173.0,897.0,3.601,48.148,1.0
6,4,84.0,983.0,3.601,9.757,0.0
4,7,171.0,904.0,6.449,47.319,0.0
7,4,83.0,975.0,6.449,9.916,0.0
4,8,172.0,897.0,4.327,48.291,0.0
8,4,83.0,972.0,4.327,9.956,0.0
5,6,173.0,919.0,4.653,46.593,0.0
6,5,84.0,981.0,4.653,9.714,0.0
5,7,172.0,916.0,5.523,46.975,1.0
7,5,84.0,976.0,5.523,9.74,1.0
5,8,161.0,917.0,12.909,49.009,1.0
8,5,84.0,983.0,12.909,9.649,1.0
6,7,171.0,906.0,3.838,48.71,0.0
7,6,84.0,976.0,3.838,9.727,0.0
6,8,171.0,914.0,6.007,47.493,2.0
8,6,84.0,985.0,6.007,9.696,2.0
7,8,171.0,904.0,7.648,47.425,0.0
8,7,83.0,972.0,7.648,9.752,0.0
