src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,173.0,895.0,12.683,47.839,0.0
1,0,82.0,957.0,12.683,10.169,0.0
0,2,171.0,906.0,7.306,47.671,0.0
2,0,82.0,963.0,7.306,9.987,0.0
0,3,170.0,912.0,2.88,47.321,2.0
3,0,84.0,984.0,2.88,9.786,1.0
0,4,171.0,914.0,2.911,46.73,1.0
4,0,84.0,981.0,2.911,9.769,2.0
0,5,173.0,914.0,2.786,46.75,0.0
5,0,84.0,976.0,2.786,9.723,0.0
0,6,173.0,916.0,3.178,46.84,0.0
6,0,84.0,983.0,3.178,9.712,1.0
0,7,173.0,911.0,2.576,46.775,1.0
7,0,83.0,968.0,2.576,9.897,1.0
0,8,173.0,907.0,3.212,46.747,0.0
8,0,82.0,959.0,3.212,10.029,0.0
1,2,172.0,906.0,4.863,47.214,0.0
2,1,82.0,957.0,4.863,10.219,0.0
1,3,173.0,916.0,5.362,46.491,1.0
3,1,84.0,976.0,5.362,9.753,1.0
1,4,172.0,914.0,4.422,47.145,0.0
4,1,84.0,986.0,4.422,9.693,1.0
1,5,172.0,917.0,4.299,46.663,1.0
5,1,84.0,982.0,4.299,9.697,0.0
1,6,173.0,915.0,6.316,47.228,1.0
6,1,84.0,987.0,6.316,9.696,2.0
1,7,171.0,916.0,5.045,47.214,1.0
7,1,83.0,972.0,5.045,9.916,3.0
1,8,172.0,905.0,4.579,47.382,0.0
8,1,82.0,953.0,4.579,10.265,0.0
2,3,173.0,893.0,4.304,47.379,0.0
3,2,83.0,976.0,4.304,9.705,0.0
2,4,171.0,897.0,7.157,47.421,0.0
4,2,83.0,964.0,7.157,10.983,0.0
2,5,173.0,892.0,4.132,46.625,0.0
5,2,83.0,972.0,4.132,9.848,0.0
2,6,172.0,895.0,4.029,47.184,3.0
6,2,84.0,985.0,4.029,9.701,2.0
2,7,174.0,890.0,5.144,47.543,0.0
7,2,83.0,966.0,5.144,10.142,0.0
2,8,172.0,893.0,6.127,47.184,0.0
8,2,82.0,959.0,6.127,10.176,0.0
3,4,171.0,912.0,4.007,46.846,0.0
4,3,84.0,985.0,4.007,9.699,1.0
3,5,161.0,915.0,4.365,49.014,0.0
5,3,84.0,984.0,4.365,9.708,0.0
3,6,172.0,912.0,4.566,47.159,0.0
6,3,84.0,986.0,4.566,9.695,1.0
3,7,171.0,909.0,4.027,47.569,1.0
7,3,83.0,972.0,4.027,9.921,3.0
3,8,172.0,909.0,4.234,46.899,0.0
8,3,82.0,961.0,4.234,9.897,0.0
4,5,172.0,912.0,5.498,46.648,1.0
5,4,84.0,980.0,5.498,9.712,1.0
4,6,171.0,916.0,4.627,47.31,1.0
6,4,84.0,987.0,4.627,9.702,1.0
4,7,171.0,914.0,4.618,47.318,1.0
7,4,83.0,972.0,4.618,9.925,0.0
4,8,172.0,908.0,3.781,46.943,0.0
8,4,82.0,961.0,3.781,9.883,0.0
5,6,174.0,914.0,4.227,46.845,2.0
6,5,84.0,979.0,4.227,9.919,1.0
5,7,171.0,909.0,4.117,47.248,0.0
7,5,83.0,970.0,4.117,9.89,0.0
5,8,172.0,913.0,4.57,47.381,1.0
8,5,82.0,959.0,4.57,10.326,2.0
6,7,173.0,911.0,8.542,47.434,0.0
7,6,83.0,973.0,8.542,9.76,0.0
6,8,171.0,904.0,4.803,47.265,0.0
8,6,83.0,965.0,4.803,10.067,0.0
7,8,173.0,905.0,3.864,47.203,0.0
8,7,82.0,963.0,3.864,9.915,0.0
