src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,87.0,817.0,413.74,2.817,0.0
1,0,75.0,877.0,413.74,1.76,0.0
0,2,87.0,391.0,3.25,0.607,0.0
2,0,87.0,972.0,3.25,0.255,64.0
0,3,87.0,957.0,3.022,0.626,0.0
3,0,83.0,966.0,3.022,0.54,3.0
0,4,87.0,939.0,3.925,1.989,0.0
4,0,82.0,963.0,3.925,0.699,0.0
0,5,87.0,964.0,2.858,0.63,0.0
5,0,83.0,967.0,2.858,0.456,1.0
0,6,87.0,938.0,2.67,2.337,0.0
6,0,82.0,963.0,2.67,0.811,0.0
0,7,87.0,950.0,3.257,1.349,0.0
7,0,83.0,963.0,3.257,0.644,0.0
0,8,87.0,960.0,2.943,0.685,0.0
8,0,83.0,969.0,2.943,0.695,0.0
1,2,87.0,968.0,4.103,0.468,0.0
2,1,84.0,977.0,4.103,0.888,1.0
1,3,87.0,962.0,4.063,0.604,0.0
3,1,82.0,963.0,4.063,0.485,1.0
1,4,87.0,968.0,4.702,0.802,1.0
4,1,83.0,967.0,4.702,0.548,3.0
1,5,87.0,968.0,4.392,1.264,0.0
5,1,83.0,966.0,4.392,0.888,0.0
1,6,87.0,968.0,11.806,0.646,1.0
6,1,82.0,961.0,11.806,0.659,3.0
1,7,87.0,966.0,4.094,0.513,0.0
7,1,83.0,974.0,4.094,0.725,2.0
1,8,87.0,955.0,4.662,1.182,0.0
8,1,83.0,968.0,4.662,1.49,0.0
2,3,87.0,974.0,4.556,0.574,1.0
3,2,82.0,963.0,4.556,0.505,3.0
2,4,87.0,976.0,4.405,0.543,1.0
4,2,83.0,968.0,4.405,0.643,3.0
2,5,87.0,976.0,4.178,0.368,1.0
5,2,83.0,968.0,4.178,0.452,1.0
2,6,87.0,953.0,4.334,2.934,0.0
6,2,83.0,966.0,4.334,0.653,0.0
2,7,87.0,977.0,4.256,0.42,1.0
7,2,83.0,971.0,4.256,0.649,1.0
2,8,87.0,960.0,4.233,1.644,0.0
8,2,83.0,969.0,4.233,0.451,0.0
3,4,87.0,939.0,4.041,2.311,0.0
4,3,82.0,960.0,4.041,0.485,0.0
3,5,87.0,942.0,4.184,2.052,0.0
5,3,82.0,963.0,4.184,0.967,0.0
3,6,87.0,920.0,4.257,2.032,0.0
6,3,81.0,946.0,4.257,0.936,0.0
3,7,87.0,961.0,4.123,0.762,0.0
7,3,83.0,963.0,4.123,1.162,0.0
3,8,87.0,963.0,4.26,0.442,0.0
8,3,83.0,976.0,4.26,0.72,1.0
4,5,87.0,935.0,3.982,2.184,0.0
5,4,82.0,961.0,3.982,0.877,0.0
4,6,87.0,938.0,4.343,2.143,0.0
6,4,82.0,959.0,4.343,0.677,0.0
4,7,87.0,940.0,4.212,2.197,0.0
7,4,82.0,962.0,4.212,1.143,0.0
4,8,87.0,960.0,4.299,0.677,1.0
8,4,83.0,972.0,4.299,0.634,1.0
5,6,87.0,970.0,4.055,0.636,0.0
6,5,82.0,964.0,4.055,0.699,1.0
5,7,87.0,968.0,3.633,0.435,0.0
7,5,83.0,970.0,3.633,0.437,1.0
5,8,87.0,958.0,5.638,1.201,0.0
8,5,83.0,967.0,5.638,0.795,0.0
6,7,87.0,964.0,4.648,0.587,0.0
7,6,83.0,970.0,4.648,0.687,2.0
6,8,87.0,964.0,7.33,0.597,0.0
8,6,83.0,974.0,7.33,0.456,3.0
7,8,87.0,972.0,4.464,0.528,1.0
8,7,83.0,971.0,4.464,0.736,2.0
