src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,161.0,943.0,3.442,12.468,0.0
1,0,79.0,923.0,3.442,9.649,0.0
0,2,166.0,960.0,36.846,11.633,1.0
2,0,84.0,980.0,36.846,9.376,1.0
0,3,162.0,960.0,32.338,12.353,0.0
3,0,84.0,981.0,32.338,9.114,0.0
0,4,164.0,961.0,4.425,12.126,0.0
4,0,85.0,988.0,4.425,9.109,0.0
0,5,164.0,967.0,2.849,11.741,0.0
5,0,82.0,962.0,2.849,9.671,0.0
0,6,167.0,963.0,20.488,11.483,0.0
6,0,83.0,972.0,20.488,9.14,0.0
0,7,165.0,960.0,39.939,12.035,0.0
7,0,84.0,976.0,39.939,9.188,1.0
0,8,168.0,963.0,48.834,11.135,0.0
8,0,84.0,983.0,48.834,9.133,1.0
1,2,163.0,946.0,46.47,12.318,0.0
2,1,83.0,968.0,46.47,9.153,0.0
1,3,168.0,944.0,39.712,11.535,1.0
3,1,84.0,985.0,39.712,9.117,1.0
1,4,168.0,946.0,62.09,11.928,0.0
4,1,84.0,977.0,62.09,9.685,0.0
1,5,167.0,947.0,26.747,11.708,0.0
5,1,82.0,963.0,26.747,9.411,0.0
1,6,161.0,928.0,47.666,12.854,0.0
6,1,79.0,919.0,47.666,9.511,0.0
1,7,166.0,947.0,14.835,11.756,0.0
7,1,82.0,963.0,14.835,9.238,0.0
1,8,169.0,890.0,5.41,49.725,0.0
8,1,83.0,975.0,5.41,9.565,0.0
2,3,168.0,974.0,32.82,11.224,1.0
3,2,84.0,985.0,32.82,9.11,2.0
2,4,167.0,973.0,31.391,11.369,1.0
4,2,84.0,981.0,31.391,9.215,2.0
2,5,162.0,970.0,53.878,12.225,1.0
5,2,41.0,474.0,53.878,20.93,0.0
2,6,168.0,915.0,5.121,48.641,0.0
6,2,84.0,977.0,5.121,9.254,0.0
2,7,168.0,971.0,13.892,11.365,1.0
7,2,84.0,986.0,13.892,9.121,0.0
2,8,170.0,976.0,54.058,10.844,3.0
8,2,84.0,980.0,54.058,9.126,0.0
3,4,165.0,973.0,9.213,11.702,0.0
4,3,84.0,987.0,9.213,9.112,1.0
3,5,164.0,966.0,50.06,11.978,0.0
5,3,83.0,968.0,50.06,9.186,0.0
3,6,168.0,969.0,35.028,11.725,1.0
6,3,84.0,976.0,35.028,9.324,2.0
3,7,166.0,974.0,4.159,11.526,3.0
7,3,84.0,980.0,4.159,9.124,4.0
3,8,166.0,973.0,53.497,11.775,0.0
8,3,84.0,977.0,53.497,9.168,1.0
4,5,166.0,964.0,27.95,11.519,0.0
5,4,82.0,963.0,27.95,9.437,0.0
4,6,163.0,973.0,4.112,12.1,2.0
6,4,83.0,971.0,4.112,9.175,1.0
4,7,167.0,973.0,28.65,11.383,1.0
7,4,84.0,985.0,28.65,9.166,1.0
4,8,169.0,915.0,3.767,49.226,6.0
8,4,84.0,985.0,3.767,9.122,6.0
5,6,168.0,954.0,42.075,11.56,2.0
6,5,84.0,977.0,42.075,9.126,4.0
5,7,168.0,959.0,27.275,11.563,0.0
7,5,84.0,975.0,27.275,9.517,0.0
5,8,162.0,953.0,40.969,12.491,1.0
8,5,84.0,985.0,40.969,9.114,1.0
6,7,167.0,967.0,56.995,11.366,1.0
7,6,84.0,981.0,56.995,9.137,1.0
6,8,169.0,909.0,5.379,49.222,0.0
8,6,84.0,978.0,5.379,9.202,0.0
7,8,166.0,970.0,37.683,11.64,2.0
8,7,84.0,981.0,37.683,9.153,2.0
