src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,597.0,7.02,3.072,0.099,0.0
1,0,596.0,6.98,3.072,0.284,0.0
0,2,597.0,3.48,7.215,0.474,19.0
2,0,185.0,2.17,7.215,2.164,0.0
0,3,597.0,5.59,4.391,0.507,9.0
3,0,539.0,6.33,4.391,0.462,28.0
0,4,597.0,4.67,5.907,0.89,0.0
4,0,296.0,3.47,5.907,2.341,0.0
0,5,597.0,3.17,7.699,1.269,58.0
5,0,164.0,1.92,7.699,5.933,0.0
1,2,597.0,4.41,6.438,0.497,1.0
2,1,249.0,2.93,6.438,0.895,3.0
1,3,597.0,7.01,2.968,0.21,0.0
3,1,596.0,7.0,2.968,0.285,0.0
1,4,597.0,5.98,4.337,0.482,2.0
4,1,468.0,5.5,4.337,0.874,0.0
1,5,597.0,4.37,5.652,0.474,7.0
5,1,287.0,3.37,5.652,1.882,2.0
2,3,597.0,5.89,4.731,0.47,4.0
3,2,459.0,5.39,4.731,1.153,0.0
2,4,597.0,7.0,3.329,0.254,0.0
4,2,597.0,7.0,3.329,0.344,0.0
2,5,597.0,5.81,4.434,0.584,0.0
5,2,478.0,5.62,4.434,0.82,0.0
3,4,596.0,7.01,2.809,0.118,0.0
4,3,595.0,6.98,2.809,0.293,0.0
3,5,597.0,5.6,4.779,0.47,3.0
5,3,529.0,6.22,4.779,0.469,14.0
4,5,597.0,7.02,2.992,0.34,0.0
5,4,596.0,7.0,2.992,0.368,0.0
