src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,257.0,2.99,12.303,0.825,0.0
1,0,256.0,3.0,12.303,0.56,0.0
0,2,257.0,3.0,8.228,0.692,0.0
2,0,256.0,2.99,8.228,0.945,0.0
0,3,257.0,3.14,4.339,0.584,4.0
3,0,257.0,3.1,4.339,0.481,4.0
0,4,257.0,3.13,6.043,1.08,1.0
4,0,257.0,3.09,6.043,1.371,3.0
0,5,257.0,2.99,7.43,0.586,0.0
5,0,257.0,3.03,7.43,1.246,0.0
1,2,257.0,3.0,5.817,0.86,0.0
2,1,256.0,3.01,5.817,0.789,0.0
1,3,257.0,3.09,3.216,0.925,2.0
3,1,257.0,3.06,3.216,0.955,1.0
1,4,257.0,3.1,4.606,0.839,0.0
4,1,257.0,3.06,4.606,0.346,1.0
1,5,257.0,3.01,6.408,0.495,0.0
5,1,256.0,3.0,6.408,1.106,0.0
2,3,257.0,2.99,4.528,0.711,0.0
3,2,256.0,3.0,4.528,0.474,0.0
2,4,257.0,2.98,2.789,0.547,0.0
4,2,256.0,3.0,2.789,0.13,0.0
2,5,257.0,2.99,4.617,0.677,0.0
5,2,256.0,3.0,4.617,0.29,0.0
3,4,257.0,3.07,3.134,0.831,2.0
4,3,257.0,3.06,3.134,0.198,1.0
3,5,257.0,2.97,4.244,1.876,0.0
5,3,256.0,3.0,4.244,1.03,0.0
4,5,257.0,2.98,2.861,0.54,0.0
5,4,256.0,3.0,2.861,0.194,0.0
