src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,852.0,7.81,3.271,0.077,0.0
1,0,607.0,7.13,3.271,0.388,0.0
0,2,852.0,3.64,6.404,0.108,0.0
2,0,110.0,1.29,6.404,5.022,0.0
0,3,852.0,5.43,4.161,0.101,3.0
3,0,379.0,4.46,4.161,1.04,0.0
0,4,852.0,4.6,5.685,0.057,0.0
4,0,209.0,2.46,5.685,3.938,0.0
0,5,852.0,3.58,6.646,0.087,122.0
5,0,88.0,1.02,6.646,19.337,0.0
1,2,852.0,4.49,5.799,0.759,5.0
2,1,153.0,1.79,5.799,5.592,4.0
1,3,853.0,6.47,2.658,1.536,20.0
3,1,484.0,5.65,2.658,3.014,1.0
1,4,852.0,5.85,4.534,0.558,2.0
4,1,297.0,3.49,4.534,1.694,0.0
1,5,852.0,4.26,5.718,0.068,23.0
5,1,156.0,1.83,5.718,2.336,3.0
2,3,852.0,6.01,4.155,0.061,0.0
3,2,320.0,3.76,4.155,1.771,0.0
2,4,852.0,9.13,2.878,0.147,0.0
4,2,785.0,9.2,2.878,0.904,0.0
2,5,852.0,6.19,7.434,0.13,0.0
5,2,391.0,4.59,7.434,1.211,0.0
3,4,852.0,8.22,2.894,0.089,0.0
4,3,716.0,8.42,2.894,1.002,0.0
3,5,852.0,6.1,4.711,0.07,2.0
5,3,376.0,4.4,4.711,1.548,3.0
4,5,852.0,8.28,3.108,0.135,3.0
5,4,669.0,7.86,3.108,0.619,2.0
