src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,342.0,4.13,18.757,0.969,4.0
1,0,342.0,4.09,18.757,0.8,1.0
0,2,342.0,3.31,7.498,1.743,4.0
2,0,323.0,3.8,7.498,1.243,14.0
0,3,342.0,4.0,4.436,0.306,0.0
3,0,341.0,3.98,4.436,0.631,0.0
0,4,342.0,4.01,5.843,0.348,0.0
4,0,341.0,4.01,5.843,0.458,0.0
0,5,342.0,3.51,7.593,1.726,0.0
5,0,261.0,3.07,7.593,2.338,0.0
1,2,342.0,3.96,5.666,0.997,0.0
2,1,340.0,4.0,5.666,0.583,0.0
1,3,342.0,4.1,3.394,0.39,4.0
3,1,342.0,4.2,3.394,0.292,4.0
1,4,342.0,5.09,4.973,0.7,64.0
4,1,342.0,4.35,4.973,1.388,32.0
1,5,342.0,4.0,5.669,0.383,0.0
5,1,341.0,3.97,5.669,0.989,0.0
2,3,342.0,4.0,4.221,0.194,0.0
3,2,341.0,3.99,4.221,0.558,0.0
2,4,342.0,3.99,3.292,0.994,0.0
4,2,341.0,4.0,3.292,0.758,0.0
2,5,342.0,5.36,4.288,0.178,2.0
5,2,342.0,4.43,4.288,0.54,32.0
3,4,342.0,3.99,3.016,0.622,0.0
4,3,341.0,4.0,3.016,0.357,0.0
3,5,342.0,3.98,4.133,0.7,0.0
5,3,341.0,4.0,4.133,0.381,0.0
4,5,342.0,4.01,3.144,0.231,0.0
5,4,341.0,3.98,3.144,0.774,0.0
