src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,87.0,949.0,8.242,2.283,14.0
1,0,83.0,970.0,8.242,0.433,2.0
0,2,86.0,951.0,3.57,1.742,0.0
2,0,82.0,954.0,3.57,2.182,0.0
0,3,87.0,942.0,2.83,1.267,0.0
3,0,82.0,955.0,2.83,0.814,0.0
0,4,87.0,959.0,4.382,0.934,2.0
4,0,84.0,981.0,4.382,0.521,6.0
0,5,87.0,921.0,4.453,0.762,0.0
5,0,79.0,920.0,4.453,0.599,0.0
0,6,87.0,962.0,6.001,0.982,5.0
6,0,83.0,974.0,6.001,0.679,5.0
0,7,87.0,956.0,7.031,0.715,0.0
7,0,82.0,955.0,7.031,1.37,0.0
0,8,87.0,956.0,4.869,0.57,0.0
8,0,82.0,955.0,4.869,0.726,0.0
1,2,86.0,973.0,3.023,0.691,2.0
2,1,83.0,972.0,3.023,0.586,2.0
1,3,87.0,976.0,4.156,0.641,1.0
3,1,82.0,963.0,4.156,0.618,2.0
1,4,86.0,959.0,5.594,0.731,0.0
4,1,83.0,974.0,5.594,0.849,0.0
1,5,87.0,945.0,4.203,2.534,0.0
5,1,82.0,957.0,4.203,0.824,0.0
1,6,87.0,972.0,9.171,0.521,0.0
6,1,83.0,972.0,9.171,0.872,4.0
1,7,87.0,974.0,2.873,0.585,1.0
7,1,84.0,981.0,2.873,0.44,1.0
1,8,87.0,972.0,5.714,0.642,4.0
8,1,83.0,972.0,5.714,0.391,3.0
2,3,87.0,938.0,4.583,3.116,0.0
3,2,82.0,958.0,4.583,1.184,0.0
2,4,87.0,970.0,4.143,0.728,1.0
4,2,83.0,972.0,4.143,0.776,5.0
2,5,87.0,973.0,3.816,0.855,0.0
5,2,83.0,963.0,3.816,0.733,2.0
2,6,87.0,966.0,5.901,0.718,3.0
6,2,83.0,972.0,5.901,0.558,3.0
2,7,87.0,972.0,4.312,0.557,2.0
7,2,84.0,976.0,4.312,0.472,2.0
2,8,87.0,977.0,9.875,0.375,3.0
8,2,83.0,972.0,9.875,0.708,3.0
3,4,87.0,960.0,10.384,0.446,0.0
4,3,83.0,972.0,10.384,0.447,2.0
3,5,87.0,947.0,4.363,0.625,0.0
5,3,82.0,962.0,4.363,0.644,0.0
3,6,87.0,953.0,4.649,0.933,0.0
6,3,82.0,954.0,4.649,0.74,0.0
3,7,87.0,959.0,10.633,0.836,3.0
7,3,84.0,979.0,10.633,0.705,7.0
3,8,87.0,954.0,2.997,0.946,0.0
8,3,83.0,970.0,2.997,0.65,0.0
4,5,87.0,941.0,2.843,2.118,0.0
5,4,82.0,959.0,2.843,0.602,0.0
4,6,87.0,968.0,3.06,0.622,1.0
6,4,83.0,970.0,3.06,0.642,2.0
4,7,87.0,972.0,4.395,0.466,4.0
7,4,83.0,974.0,4.395,0.458,4.0
4,8,87.0,948.0,3.865,2.333,0.0
8,4,82.0,963.0,3.865,1.151,0.0
5,6,87.0,951.0,4.278,0.696,0.0
6,5,83.0,969.0,4.278,0.821,0.0
5,7,87.0,958.0,15.881,0.916,2.0
7,5,84.0,977.0,15.881,0.764,5.0
5,8,87.0,965.0,5.428,0.749,1.0
8,5,83.0,972.0,5.428,0.927,3.0
6,7,87.0,948.0,2.648,1.884,0.0
7,6,83.0,972.0,2.648,0.528,0.0
6,8,87.0,973.0,5.175,0.639,7.0
8,6,83.0,972.0,5.175,0.686,6.0
7,8,87.0,976.0,6.768,0.804,5.0
8,7,83.0,972.0,6.768,0.526,2.0
