src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,427.0,4.85,3.679,0.358,0.0
1,0,412.0,4.84,3.679,0.202,0.0
0,2,427.0,4.85,4.301,0.299,0.0
2,0,412.0,4.84,4.301,0.236,0.0
0,3,427.0,4.68,5.107,0.391,0.0
3,0,393.0,4.61,5.107,0.509,0.0
0,4,427.0,4.78,3.528,0.684,0.0
4,0,423.0,4.97,3.528,0.265,0.0
1,2,427.0,4.8,3.669,0.43,0.0
2,1,410.0,4.82,3.669,0.351,0.0
1,3,427.0,4.78,6.91,1.095,0.0
3,1,399.0,4.69,6.91,1.434,0.0
1,4,427.0,4.82,5.633,0.491,0.0
4,1,412.0,4.84,5.633,0.239,0.0
2,3,427.0,4.66,3.033,0.557,0.0
3,2,385.0,4.52,3.033,1.074,0.0
2,4,427.0,4.83,6.834,0.561,0.0
4,2,409.0,4.8,6.834,1.044,0.0
3,4,427.0,4.85,3.613,0.478,0.0
4,3,413.0,4.85,3.613,0.289,0.0
