src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,852.0,3.6,35.729,0.16,16.0
1,0,95.0,1.11,35.729,8.542,0.0
0,2,852.0,6.13,4.654,0.082,0.0
2,0,386.0,4.54,4.654,1.651,0.0
0,3,852.0,3.1,8.059,0.082,0.0
3,0,95.0,1.11,8.059,8.611,0.0
0,4,852.0,9.22,3.165,0.146,0.0
4,0,783.0,9.21,3.165,0.053,0.0
0,5,852.0,4.76,12.7,0.076,0.0
5,0,177.0,2.07,12.7,4.44,0.0
1,2,852.0,5.83,4.672,0.096,0.0
2,1,364.0,4.24,4.672,2.679,0.0
1,3,852.0,9.0,3.114,0.047,2.0
3,1,782.0,9.19,3.114,0.135,3.0
1,4,852.0,4.71,8.833,1.067,5.0
4,1,199.0,2.28,8.833,4.726,4.0
1,5,853.0,6.59,3.034,1.405,32.0
5,1,490.0,5.75,3.034,1.407,33.0
2,3,852.0,4.58,5.881,0.079,0.0
3,2,237.0,2.77,5.881,3.287,0.0
2,4,852.0,8.07,3.284,0.086,0.0
4,2,660.0,7.76,3.284,0.053,0.0
2,5,852.0,8.58,2.893,0.082,0.0
5,2,711.0,8.35,2.893,0.05,1.0
3,4,852.0,3.42,7.74,0.578,19.0
4,3,114.0,1.29,7.74,27.186,3.0
3,5,852.0,5.43,4.442,0.076,11.0
5,3,390.0,4.58,4.442,1.53,16.0
4,5,852.0,5.13,4.545,0.091,5.0
5,4,382.0,4.48,4.545,0.253,1.0
