src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,767.0,3.64,7.422,0.509,83.0
1,0,109.0,947.0,7.422,10.355,28.0
0,2,767.0,5.76,4.475,0.112,18.0
2,0,444.0,5.22,4.475,1.361,3.0
0,3,767.0,3.01,8.68,0.205,32.0
3,0,81.0,941.0,8.68,9.773,0.0
0,4,767.0,8.7,3.104,0.228,7.0
4,0,745.0,8.74,3.104,0.589,1.0
0,5,767.0,4.33,4.657,0.42,0.0
5,0,222.0,2.6,4.657,3.362,0.0
1,2,767.0,5.74,4.812,0.11,10.0
2,1,467.0,5.49,4.812,0.104,12.0
1,3,767.0,8.82,2.952,0.53,0.0
3,1,753.0,8.85,2.952,0.576,0.0
1,4,767.0,4.59,5.557,0.753,8.0
4,1,188.0,2.21,5.557,2.68,19.0
1,5,767.0,6.53,3.071,0.128,0.0
5,1,506.0,5.94,3.071,1.06,0.0
2,3,767.0,4.52,5.782,0.182,1.0
3,2,250.0,2.94,5.782,3.582,0.0
2,4,767.0,9.07,3.139,0.153,1.0
4,2,767.0,9.16,3.139,0.105,5.0
2,5,767.0,8.4,3.239,0.117,0.0
5,2,708.0,8.32,3.239,0.173,0.0
3,4,767.0,3.98,7.147,0.326,0.0
4,3,147.0,1.73,7.147,6.1,0.0
3,5,767.0,5.37,4.44,0.125,0.0
5,3,399.0,4.65,4.44,1.547,3.0
4,5,767.0,5.7,6.837,0.131,1.0
5,4,456.0,5.34,6.837,1.642,10.0
