src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,427.0,3.42,7.57,1.261,0.0
1,0,226.0,2.65,7.57,1.656,0.0
0,2,427.0,4.91,4.898,1.591,0.0
2,0,421.0,4.95,4.898,1.309,0.0
0,3,427.0,2.89,8.71,0.695,0.0
3,0,167.0,1.95,8.71,4.793,0.0
0,4,427.0,5.0,2.678,0.487,0.0
4,0,422.0,4.94,2.678,1.327,0.0
0,5,427.0,3.85,6.517,1.309,6.0
5,0,311.0,3.65,6.517,2.474,0.0
1,2,427.0,4.94,4.89,0.982,0.0
2,1,421.0,4.94,4.89,0.786,0.0
1,3,427.0,4.99,3.154,0.494,0.0
3,1,426.0,5.0,3.154,0.355,0.0
1,4,427.0,4.18,7.14,1.229,0.0
4,1,344.0,4.05,7.14,1.097,0.0
1,5,427.0,4.98,3.864,0.659,0.0
5,1,426.0,5.0,3.864,0.28,0.0
2,3,427.0,4.53,7.001,1.212,0.0
3,2,360.0,4.23,7.001,1.178,0.0
2,4,427.0,5.0,3.456,0.387,0.0
4,2,426.0,5.0,3.456,0.4,0.0
2,5,427.0,4.97,3.545,0.817,0.0
5,2,426.0,5.01,3.545,0.512,0.0
3,4,427.0,3.45,7.234,1.216,0.0
4,3,249.0,2.93,7.234,2.227,0.0
3,5,427.0,4.98,4.01,0.89,0.0
5,3,426.0,5.01,4.01,0.868,0.0
4,5,427.0,4.95,5.583,1.329,0.0
5,4,421.0,4.94,5.583,1.052,0.0
