src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,257.0,3.0,6.773,0.909,0.0
1,0,257.0,3.05,6.773,1.075,0.0
0,2,257.0,3.0,3.888,0.666,0.0
2,0,256.0,2.99,3.888,1.175,0.0
0,3,257.0,2.72,8.264,1.869,0.0
3,0,226.0,2.65,8.264,1.686,0.0
0,4,257.0,2.99,3.125,0.453,0.0
4,0,256.0,3.0,3.125,0.438,0.0
0,5,257.0,3.01,5.18,0.8,0.0
5,0,256.0,2.98,5.18,1.711,0.0
1,2,257.0,2.98,3.833,1.031,0.0
2,1,256.0,3.0,3.833,0.512,0.0
1,3,257.0,2.99,2.886,0.574,0.0
3,1,256.0,3.0,2.886,0.162,0.0
1,4,256.0,2.98,5.96,1.284,0.0
4,1,256.0,3.01,5.96,1.054,0.0
1,5,257.0,3.0,2.715,0.4,0.0
5,1,256.0,3.0,2.715,0.336,0.0
2,3,257.0,2.99,5.325,1.806,0.0
3,2,256.0,3.01,5.325,1.43,0.0
2,4,257.0,3.0,6.78,0.263,0.0
4,2,256.0,3.0,6.78,0.1,0.0
2,5,257.0,2.99,2.489,0.779,0.0
5,2,256.0,3.0,2.489,0.588,0.0
3,4,257.0,2.93,6.495,1.895,0.0
4,3,250.0,2.93,6.495,1.844,0.0
3,5,257.0,2.95,5.747,1.276,0.0
5,3,256.0,2.99,5.747,0.451,0.0
4,5,257.0,2.99,3.609,0.778,0.0
5,4,256.0,3.0,3.609,0.612,0.0
