src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,852.0,8.38,2.986,0.065,0.0
1,0,657.0,7.72,2.986,0.401,0.0
0,2,852.0,5.26,4.38,0.093,1.0
2,0,443.0,5.13,4.38,0.253,6.0
0,3,852.0,8.29,3.52,0.077,0.0
3,0,671.0,7.88,3.52,0.097,0.0
0,4,852.0,5.7,4.78,0.668,26.0
4,0,348.0,4.08,4.78,2.297,0.0
0,5,853.0,3.94,6.21,2.479,58.0
5,0,117.0,1.37,6.21,6.811,2.0
1,2,852.0,8.21,2.901,0.053,2.0
2,1,624.0,7.33,2.901,0.424,1.0
1,3,852.0,5.82,4.78,0.171,0.0
3,1,401.0,4.71,4.78,1.248,0.0
1,4,852.0,7.8,2.951,0.598,4.0
4,1,563.0,6.59,2.951,0.989,0.0
1,5,853.0,5.73,4.172,2.424,73.0
5,1,259.0,3.05,4.172,3.096,0.0
2,3,852.0,4.35,5.801,0.101,0.0
3,2,197.0,2.31,5.801,2.777,0.0
2,4,852.0,5.96,4.654,0.084,0.0
4,2,322.0,3.78,4.654,1.674,0.0
2,5,852.0,8.86,2.935,0.072,2.0
5,2,769.0,9.03,2.935,0.106,4.0
3,4,852.0,7.21,3.152,0.118,0.0
4,3,581.0,6.82,3.152,0.917,0.0
3,5,852.0,5.55,4.499,0.075,7.0
5,3,327.0,3.82,4.499,3.026,4.0
4,5,852.0,6.29,3.065,0.373,30.0
5,4,494.0,5.81,3.065,0.347,0.0
