src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,682.0,7.93,2.967,0.592,0.0
1,0,679.0,7.98,2.967,0.374,0.0
0,2,682.0,5.98,4.117,0.278,4.0
2,0,415.0,4.88,4.117,0.873,0.0
0,3,682.0,8.24,2.802,0.451,2.0
3,0,682.0,8.31,2.802,0.146,5.0
0,4,682.0,5.99,4.466,0.363,2.0
4,0,427.0,4.93,4.466,1.467,7.0
0,5,682.0,4.63,5.553,0.335,0.0
5,0,253.0,2.96,5.553,3.585,0.0
1,2,682.0,8.0,2.996,0.168,0.0
2,1,679.0,7.97,2.996,0.294,0.0
1,3,682.0,6.09,5.721,0.572,7.0
3,1,397.0,4.64,5.721,2.152,0.0
1,4,682.0,8.01,3.115,0.108,0.0
4,1,682.0,8.15,3.115,0.181,0.0
1,5,681.0,5.87,4.405,0.263,0.0
5,1,421.0,4.95,4.405,0.882,0.0
2,3,682.0,4.61,5.924,0.26,0.0
3,2,286.0,3.36,5.924,1.739,0.0
2,4,682.0,5.87,4.507,0.286,0.0
4,2,443.0,5.2,4.507,0.687,0.0
2,5,682.0,7.98,9.358,0.355,0.0
5,2,682.0,8.11,9.358,0.316,1.0
3,4,682.0,7.83,3.156,0.75,2.0
4,3,681.0,8.0,3.156,0.513,2.0
3,5,683.0,5.23,4.603,3.305,38.0
5,3,373.0,4.38,4.603,0.202,29.0
4,5,682.0,7.68,2.931,1.987,0.0
5,4,672.0,7.86,2.931,1.481,0.0
